title,link,release_date,been_sale,orig_price,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,rating_val,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
Happy Room,https://store.steampowered.com/app/550010/Happy_Room/?snr=1_7_7_7000_150_134,2016-12-19 00:00:00,0,4.99,1874,Very Positive,20.0,"['Simulation', 'Action', 'Funny', 'Indie', 'Violent', 'Gore', 'Sandbox', 'Blood', 'Strategy', 'Physics', 'Singleplayer', '2D', 'Multiplayer', 'Casual']",14.0,"['Action', 'Indie', 'Simulation']",3.0,Mana Potion Studios,2016,20.0,other,9,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8-Bit Invaders!,https://store.steampowered.com/app/531680/8Bit_Invaders/?snr=1_7_7_7000_150_134,2016-12-16 00:00:00,1,14.99,350,Very Positive,14.0,"['Strategy', 'Indie', 'Simulation', 'RTS', 'Multiplayer', 'Pixel Graphics', 'Singleplayer', 'Co-op', 'Action', 'Great Soundtrack', 'Sci-fi', 'Local Multiplayer', 'Online Co-Op', 'Retro', 'Voxel', 'Aliens', 'PvP', 'War', 'Military']",19.0,"['Indie', 'Simulation', 'Strategy']",3.0,Petroglyph,2016,14.0,other,9,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Operencia: The Stolen Sun,https://store.steampowered.com/app/985950/Operencia_The_Stolen_Sun/?snr=1_7_7_7000_150_134,2020-03-31 00:00:00,0,29.99,340,Very Positive,10.0,"['Indie', 'RPG', 'Party-Based RPG', 'Dungeon Crawler', 'VR', 'Turn-Based', 'Turn-Based Combat', 'Fantasy', 'CRPG', 'Action RPG', 'Puzzle', 'Atmospheric', 'Singleplayer', 'Mythology', 'Grid-Based Movement', 'Adventure', 'Exploration', 'Action', 'First-Person', 'Story Rich']",20.0,[],0.0,Zen Studios,2020,10.0,other,9,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Secrets of Grindea,https://store.steampowered.com/app/269770/Secrets_of_Grindea/?snr=1_7_7_7000_150_135,2015-07-13 00:00:00,0,14.99,5260,Very Positive,,"['Early Access', 'Action RPG', 'Online Co-Op', 'Character Customization', 'Pixel Graphics', 'Funny', 'Roguelite', 'Hack and Slash', 'Roguelike', 'RPG', 'JRPG', '2D', 'Top-Down', 'Story Rich', 'Cute', 'Action', 'Fantasy', 'Anime', 'Colorful', 'Combat']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",5.0,Pixel Ferrets,2015,11.225262197902417,other,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Traders: Frontiers,https://store.steampowered.com/app/335620/Star_Traders_Frontiers/?snr=1_7_7_7000_150_135,2018-08-01 00:00:00,0,14.99,2629,Very Positive,,"['Trading', 'Space Sim', 'Strategy RPG', 'Sandbox', 'Tactical RPG', 'Turn-Based Tactics', 'Roguelite', 'Difficult', 'Perma Death', 'Turn-Based Strategy', 'Roguelike', 'Character Customization', 'RPG', 'Strategy', '2D', 'Story Rich', 'Choices Matter', 'Procedural Generation', 'Turn-Based Combat', 'Space']",20.0,"['RPG', 'Strategy']",2.0,Trese Brothers,2018,11.225262197902417,other,9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mirror's Edge™,https://store.steampowered.com/app/17410/Mirrors_Edge/?snr=1_7_7_7000_150_135,2009-01-14 00:00:00,0,19.99,30109,Very Positive,10.0,"['Parkour', 'First-Person', 'Action', 'Female Protagonist', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Platformer', 'Atmospheric', 'Dystopian', 'Stylized', 'Futuristic', 'Sci-fi', 'FPS', 'Cyberpunk', 'Colorful', 'Puzzle', 'Time Attack', 'Classic', 'Short']",20.0,"['Action', 'Adventure']",2.0,Electronic Arts,2009,10.0,Electronic Arts,9,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monster Crown,https://store.steampowered.com/app/830370/Monster_Crown/?snr=1_7_7_7000_150_135,2020-07-31 00:00:00,0,14.99,299,Very Positive,,"['Early Access', 'JRPG', 'Turn-Based Combat', 'Exploration', 'Collectathon', 'RPG', 'Fantasy', 'Story Rich', 'Open World', 'PvP', 'Colorful', 'Adventure', 'LGBTQ+', 'Dark', 'Singleplayer', 'Top-Down', 'Atmospheric', '2D', 'Retro', 'Pixel Graphics']",20.0,"['Adventure', 'Indie', 'RPG', 'Early Access', 'Studio Aurum']",5.0,SOEDESCO ,2020,11.225262197902417,other,9,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adios,https://store.steampowered.com/app/1271400/Adios/?snr=1_7_7_7000_150_135,2021-03-17 00:00:00,0,17.99,313,Very Positive,,"['Story Rich', 'Atmospheric', 'Walking Simulator', 'Cinematic', 'Crime', 'Exploration', 'First-Person', 'Drama', 'Emotional', 'Mystery', 'Thriller', 'Conversation', 'Philosophical', 'Adventure', 'Dark', 'Short', 'Narrative', 'Singleplayer', 'Indie', 'Stylized']",20.0,"['Adventure', 'Indie']",2.0,Mischief,2021,11.225262197902417,other,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Torchlight,https://store.steampowered.com/app/41500/Torchlight/?snr=1_7_7_7000_150_135,2009-10-27 00:00:00,0,14.99,5265,Very Positive,,"['RPG', 'Action RPG', 'Hack and Slash', 'Dungeon Crawler', 'Fantasy', 'Singleplayer', 'Loot', 'Indie', 'Moddable', 'Action', 'Adventure', 'Magic', 'Isometric', 'Cartoon', 'Exploration', 'Female Protagonist', 'Steampunk', 'Top-Down', 'Co-op', 'Great Soundtrack']",20.0,"['RPG', 'Runic Games']",2.0,Runic Games,2009,11.225262197902417,other,9,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yukikoi Melt,https://store.steampowered.com/app/1253390/Yukikoi_Melt/?snr=1_7_7_7000_150_135,2020-04-29 00:00:00,0,29.99,29,Positive,,"['Adventure', 'Casual', 'Visual Novel', 'Cute', 'Anime']",5.0,"['Adventure', 'Casual']",2.0,Frontwing USA,2020,11.225262197902417,other,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nancy Drew®: Ghost Dogs of Moon Lake,https://store.steampowered.com/app/31850/Nancy_Drew_Ghost_Dogs_of_Moon_Lake/?snr=1_7_7_7000_150_135,2009-10-10 00:00:00,0,6.99,103,Very Positive,,"['Adventure', 'Point & Click', 'Puzzle', 'Classic', 'Story Rich', 'Great Soundtrack', 'Mouse only', 'Female Protagonist', 'Detective', 'Atmospheric', 'Exploration', 'Casual', 'Based On A Novel', '2D', 'Retro', 'Funny', '2.5D', 'Remake', 'Drama', 'Linear']",20.0,['Adventure'],1.0,HeR Interactive,2009,11.225262197902417,other,9,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Automation Empire,https://store.steampowered.com/app/1112790/Automation_Empire/?snr=1_7_7_7000_150_135,2019-11-20 00:00:00,0,29.99,2106,Mixed,9.0,"['Simulation', 'Strategy', 'Automation', 'Base Building', 'Sandbox', 'Building', 'Resource Management', 'Management', 'Economy', 'Crafting', 'Indie', 'Singleplayer', 'City Builder', 'Mining', 'Real-Time with Pause', 'Robots', 'Trains', 'Agriculture', 'Sci-fi']",19.0,"['Indie', 'Simulation', 'Strategy']",3.0,DOG HOGGLER,2019,9.0,other,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Climbey,https://store.steampowered.com/app/520010/Climbey/?snr=1_7_7_7000_150_135,2016-10-25 00:00:00,0,9.99,1006,Very Positive,,"['Simulation', 'Racing', 'VR', 'Parkour', 'Early Access', 'Multiplayer', 'Indie', 'Co-op']",8.0,[],0.0,ShadowBrain Games,2016,11.225262197902417,other,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dandelion - Wishes brought to you -,https://store.steampowered.com/app/321290/Dandelion__Wishes_brought_to_you/?snr=1_7_7_7000_150_135,2014-09-29 00:00:00,0,29.99,652,Very Positive,,"['Otome', 'Dating Sim', 'Visual Novel', 'Female Protagonist', 'Simulation', 'Anime', 'Romance', 'Story Rich', 'Singleplayer']",9.0,"['Simulation', 'Sujin Ri', 'Marcos Arroyo', 'Seona Lee', 'Somi Lee']",5.0,Cheritz,2014,11.225262197902417,other,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Imperiums: Greek Wars,https://store.steampowered.com/app/1183470/Imperiums_Greek_Wars/?snr=1_7_7_7000_150_135,2020-07-30 00:00:00,0,29.99,173,Very Positive,7.0,"['Strategy', 'Historical', 'Turn-Based Strategy', '4X', 'Grand Strategy', 'Alternate History', 'War', 'Replay Value', 'Moddable', 'Management', 'Education', 'Military', 'Multiplayer', 'Tactical', 'Simulation', 'Level Editor', 'Building', 'Turn-Based Tactics', 'Realistic', 'Procedural Generation']",20.0,"['Indie', 'Strategy', 'Kube Games']",3.0,Kube Games,2020,7.0,other,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adeptus Titanicus: Dominus,https://store.steampowered.com/app/853140/Adeptus_Titanicus_Dominus/?snr=1_7_7_7000_150_135,2021-03-26 00:00:00,0,29.99,382,Mostly Positive,,"['Strategy', 'Warhammer 40K', 'Turn-Based', 'Games Workshop', 'Mechs']",5.0,"['Strategy', 'Membraine Studios']",2.0,Membraine Studios,2021,11.225262197902417,other,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rayman® Legends,https://store.steampowered.com/app/242550/Rayman_Legends/?snr=1_7_7_7000_150_135,2013-09-03 00:00:00,0,29.99,4895,Very Positive,13.0,"['Platformer', 'Adventure', 'Action', 'Local Co-Op', 'Great Soundtrack', '2D', 'Co-op', '4 Player Local', 'Controller', 'Funny', 'Local Multiplayer', 'Fast-Paced', 'Side Scroller', 'Comedy', 'Singleplayer', 'Family Friendly', 'Beautiful', 'Music', 'Difficult', 'Atmospheric']",20.0,['Action'],1.0,Ubisoft,2013,13.0,Ubisoft,9,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Combat Air Patrol 2: Military Flight Simulator,https://store.steampowered.com/app/347170/Combat_Air_Patrol_2_Military_Flight_Simulator/?snr=1_7_7_7000_150_135,2016-06-06 00:00:00,0,29.99,259,Mixed,,"['Simulation', 'Flight', 'Military', 'Strategy', 'Action', 'VR', 'Indie', 'Early Access', 'Adventure', 'War', 'Realistic', 'Shooter', 'Singleplayer', 'Open World', 'Naval', 'First-Person', 'Sandbox', 'Moddable', 'TrackIR', 'Atmospheric']",20.0,[],0.0,Sim155 Limited,2016,11.225262197902417,other,6,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Normal Lost Phone,https://store.steampowered.com/app/523210/A_Normal_Lost_Phone/?snr=1_7_7_7000_150_135,2017-01-26 00:00:00,0,2.99,1793,Very Positive,6.0,"['Indie', 'Casual', 'LGBTQ+', 'Interactive Fiction', 'Story Rich', 'Mystery', 'Short', 'Singleplayer', 'Puzzle', 'Detective', 'Narration', 'Great Soundtrack', 'Psychological', 'Adventure']",14.0,"['Casual', 'Indie', 'Accidental Queens', 'Dear Villagers']",4.0,Dear Villagers,2017,6.0,other,9,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qbio,https://store.steampowered.com/app/1438100/Qbio/?snr=1_7_7_7000_150_135,2020-10-30 00:00:00,1,6.99,24,Positive,,"['Strategy', 'Farming Sim', 'Collectathon', '2D', 'Isometric', 'Cute', 'Minimalist', 'Pixel Graphics', 'Colorful', 'Nature', 'Indie', 'Relaxing', 'Economy', 'Building', 'Resource Management', 'Singleplayer']",16.0,"['Indie', 'Strategy']",2.0,Boolean,2020,11.225262197902417,other,8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ghost Stories,https://store.steampowered.com/app/1078520/Ghost_Stories/?snr=1_7_7_7000_150_135,2019-06-06 00:00:00,0,2.99,56,Positive,,"['Adventure', 'Indie', 'Action', 'Horror', 'Atmospheric', 'First-Person']",6.0,"['Action', 'Adventure', 'Indie']",3.0,AK Studio,2019,11.225262197902417,other,8,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Farm Story,https://store.steampowered.com/app/1329510/Big_Farm_Story/?snr=1_7_7_7000_150_135,2020-08-20 00:00:00,0,19.99,309,Mixed,7.0,"['RPG', 'Simulation', 'Farming Sim', 'Early Access', 'Crafting', 'Story Rich', 'Relaxing', 'Music', 'Cartoony', 'Adventure', 'Cute', 'Casual', '3D', 'Narration', 'Cooking', 'Building', 'Farming', 'Choose Your Own Adventure', 'Exploration', 'Nature']",20.0,"['Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",6.0,Goodgame Studios,2020,7.0,other,6,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
City Maker,https://store.steampowered.com/app/1540910/City_Maker/?snr=1_7_7_7000_150_135,2021-02-25 00:00:00,0,2.99,6,4 user reviews,,"['Casual', 'City Builder', 'Simulation', 'Singleplayer', 'Isometric', 'Building', 'Choices Matter', 'Real Time Tactics', 'Resource Management', 'Time Management', 'Colorful', 'Strategy', 'Indie', 'America', 'Logic', 'Base Building', 'Puzzle']",17.0,"['Casual', 'Indie', 'Strategy']",3.0,Emerick Gibson,2021,11.225262197902417,other,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dodgeball Simulator VR,https://store.steampowered.com/app/975390/Dodgeball_Simulator_VR/?snr=1_7_7_7000_150_135,2018-12-26 00:00:00,0,9.99,28,Mostly Positive,,"['Sports', 'Simulation', 'Early Access', 'Indie', 'Casual', 'VR', 'Action']",7.0,[],0.0,Wooden Anchor Games,2018,11.225262197902417,other,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aground,https://store.steampowered.com/app/876650/Aground/?snr=1_7_7_7000_150_135,2020-04-17 00:00:00,0,14.99,929,Overwhelmingly Positive,,"['Exploration', 'Open World', 'Story Rich', 'Base Building', 'Building', 'Survival', 'Mining', 'City Builder', 'Open World Survival Craft', 'RPG', 'Casual', '2D', 'Dragons', 'Post-apocalyptic', 'Management', 'Sandbox', 'Pixel Graphics', 'Choices Matter', 'Online Co-Op', 'Family Friendly']",20.0,"['Adventure', 'Indie', 'RPG', 'Fancy Fish Games', 'SnöBox Studio', 'Fancy Fish Games']",6.0,Whitethorn Digital,2020,11.225262197902417,other,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oddworld: Abe's Exoddus®,https://store.steampowered.com/app/15710/Oddworld_Abes_Exoddus/?snr=1_7_7_7000_150_135,2010-12-20 00:00:00,0,2.99,1178,Very Positive,,"['Platformer', 'Adventure', '2D', 'Dark', 'Puzzle', 'Singleplayer', 'Classic', 'Action', 'Puzzle Platformer', 'Stealth', 'Comedy', 'Funny', 'Sci-fi', 'Difficult', 'Atmospheric', 'Cult Classic']",16.0,['Adventure'],1.0,Oddworld Inhabitants,2010,11.225262197902417,other,9,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Legacy - Witch Island,https://store.steampowered.com/app/1410500/Legacy__Witch_Island/?snr=1_7_7_7000_150_135,2020-09-21 00:00:00,0,4.99,10,3 user reviews,,"['Casual', 'Hidden Object', 'Colorful', 'Inventory Management', 'Singleplayer', 'Adventure', 'Indie']",7.0,"['Adventure', 'Casual', 'Indie']",3.0,HH-Games,2020,11.225262197902417,other,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Music Racer,https://store.steampowered.com/app/893030/Music_Racer/?snr=1_7_7_7000_150_136,2018-07-20 00:00:00,0,1.99,3087,Very Positive,,"['Music', 'Rhythm', 'Indie', 'Action', 'Music-Based Procedural Generation', 'Retro', 'Casual', 'Singleplayer', 'Colorful', 'Arcade', 'Multiplayer', 'Difficult', 'Experimental', 'Clicker', 'Spectacle fighter', '3D', '3D Vision', '3D Platformer', 'Racing', 'Runner']",20.0,"['Action', 'Casual', 'Indie', 'Racing', 'AbstractArt']",5.0,AbstractArt,2018,11.225262197902417,other,9,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sanctum 2,https://store.steampowered.com/app/210770/Sanctum_2/?snr=1_7_7_7000_150_136,2013-05-15 00:00:00,0,14.99,13602,Very Positive,6.0,"['Tower Defense', 'FPS', 'Co-op', 'Strategy', 'Action', 'Indie', 'Sci-fi', 'Online Co-Op', 'Multiplayer', 'First-Person', 'Shooter', 'Singleplayer', 'Survival', 'Futuristic', 'Aliens', 'Female Protagonist', 'Great Soundtrack', 'RPG', 'Adventure', 'Funny']",20.0,"['Action', 'Indie', 'Strategy']",3.0,Coffee Stain Publishing,2013,6.0,other,9,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
