,title,num_reviews,release_date,orig_price,been_sale,review_rating,rating_val,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,BANDAI NAMCO Entertainment,Bethesda Softworks,Devolver Digital,Disney,Electronic Arts,Kagura Games,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,Xbox Game Studios,other,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Multiplayer_tag,Strategy_tag,RPG_tag,Casual_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Funny_tag,Coop_tag,Fantasy_tag,Early_tag,Access_tag,Platformer_tag,Local_tag,Singleplayer_genre,Indie_genre,Action_genre,Adventure_genre,Multiplayer_genre,Strategy_genre,RPG_genre,Casual_genre,Simulation_genre,Atmospheric_genre,Horror_genre,2D_genre,Soundtrack_genre,Great_genre,Story_genre,Rich_genre,World_genre,Shooter_genre,Puzzle_genre,TurnBased_genre,Open_genre,FirstPerson_genre,Survival_genre,Funny_genre,Coop_genre,Fantasy_genre,Early_genre,Access_genre,Platformer_genre,Local_genre
21,Wasteland 3,9324,2020-08-27,59.99,1,Very Positive,8.0,8.0,"['RPG', 'Strategy', 'Turn-Based Combat', 'Post-apocalyptic', 'Co-op', 'CRPG', 'Isometric', 'Violent', 'Gore', 'Sexual Content', 'Turn-Based', 'Singleplayer', 'Character Customization', 'Turn-Based Tactics', 'Story Rich', 'Party-Based RPG', 'Choices Matter', 'Open World', 'Tactical', 'Great Soundtrack']",20.0,"['RPG', 'Strategy', 'inXile Entertainment']",3.0,inXile Entertainment,2020,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,The Forest,260518,2018-04-30,19.99,0,Very Positive,8.0,16.0,"['Open World Survival Craft', 'Survival', 'Open World', 'Horror', 'Crafting', 'Adventure', 'Building', 'Survival Horror', 'First-Person', 'Action', 'Exploration', 'Sandbox', 'Atmospheric', 'Simulation', 'Singleplayer', 'Indie', 'Realistic', 'Gore', 'Early Access', 'Zombies']",20.0,[],0.0,Endnight Games Ltd,2018,16.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Fall Guys: Ultimate Knockout,356033,2020-08-04,19.99,0,Very Positive,8.0,11.0,"['Multiplayer', 'Funny', 'Battle Royale', 'Online Co-Op', 'Family Friendly', 'Comedy', 'Party Game', 'Cute', 'Casual', 'Physics', 'Massively Multiplayer', 'Colorful', '3D Platformer', 'Indie', 'Co-op', 'Action', 'Controller', 'Great Soundtrack', 'Difficult', 'Local Co-Op']",20.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Sports']",5.0,Devolver Digital,2020,11.0,Devolver Digital,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Raft,111244,2018-05-23,19.99,0,Very Positive,8.0,12.0,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base Building', 'Adventure', 'Online Co-Op', 'Sandbox', 'Early Access', 'First-Person', 'Singleplayer', 'Underwater', 'Simulation', 'Indie', 'Action', 'Strategy', 'Massively Multiplayer']",20.0,"['Adventure', 'Indie', 'Simulation', 'Early Access']",4.0,Axolot Games,2018,12.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25,Monster Hunter: World,302018,2018-08-09,29.99,0,Very Positive,8.0,13.0,"['Co-op', 'Multiplayer', 'Action', 'Open World', 'RPG', 'Third Person', 'Character Customization', 'Adventure', 'Fantasy', 'Difficult', 'Singleplayer', 'Action RPG', 'Exploration', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Hack and Slash', 'JRPG', 'Souls-like', 'MMORPG']",20.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd.",2018,13.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Among Us,534568,2018-11-16,4.99,0,Very Positive,8.0,6.0,"['Multiplayer', 'Online Co-Op', 'Space', 'Social Deduction', 'Survival', '2D', 'Funny', 'Co-op', 'Psychological', 'Local Multiplayer', 'Cartoony', 'Action', 'Casual', 'Sci-fi', 'Colorful', 'Party Game', 'Top-Down', 'Aliens', 'Minigames', 'PvP']",20.0,['Casual'],1.0,Innersloth,2018,6.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,State of Decay 2: Juggernaut Edition,21377,2020-03-13,29.99,1,Mostly Positive,7.0,8.0,"['Survival', 'Open World', 'Zombies', 'Base Building', 'Co-op', 'Multiplayer', 'Simulation', 'Action', 'RPG', 'Online Co-Op', 'Post-apocalyptic', 'Sandbox', 'Third Person', 'Violent', 'Gore', 'Horror', 'Perma Death', 'Atmospheric', 'Replay Value', 'Great Soundtrack']",20.0,"['Action', 'RPG', 'Simulation']",3.0,Xbox Game Studios,2020,8.0,Xbox Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,The Binding of Isaac: Rebirth,138362,2014-11-04,14.99,1,Overwhelmingly Positive,9.0,,"['Action Roguelike', 'Roguelike', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', 'Remake', '2D', 'Local Co-Op', 'Gore', 'Procedural Generation', 'Roguelite', 'Atmospheric', 'Action', 'Horror', 'Co-op']",20.0,"['Action', 'Nicalis, Inc.', 'Edmund McMillen']",3.0,"Nicalis, Inc.",2014,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,DayZ,263559,2018-12-13,44.99,0,Mixed,5.0,12.0,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Action', 'PvP', 'Shooter', 'Massively Multiplayer', 'Horror', 'Simulation', 'Early Access', 'Post-apocalyptic', 'FPS', 'First-Person', 'Survival Horror', 'Sandbox', 'Adventure', 'Co-op', 'Indie', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Massively Multiplayer']",3.0,Bohemia Interactive,2018,12.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Last Epoch,5372,2019-04-30,34.99,0,Very Positive,8.0,,"['RPG', 'Action RPG', 'Hack and Slash', 'Action', 'Adventure', 'Indie', 'Early Access', 'Loot', 'Gore', 'Violent', 'Isometric', 'Multiplayer', 'Singleplayer', 'Fantasy', 'Top-Down', 'Time Travel']",16.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",5.0,Eleventh Hour Games,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,Terraria,721278,2011-05-16,9.99,0,Overwhelmingly Positive,9.0,9.0,"['Open World Survival Craft', 'Sandbox', 'Survival', '2D', 'Multiplayer', 'Adventure', 'Crafting', 'Building', 'Pixel Graphics', 'Exploration', 'Co-op', 'Open World', 'Indie', 'Online Co-Op', 'Action', 'RPG', 'Singleplayer', 'Platformer', 'Replay Value', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.0,Re-Logic,2011,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Ori and the Will of the Wisps,66011,2020-03-11,29.99,1,Overwhelmingly Positive,9.0,21.0,"['Beautiful', 'Great Soundtrack', 'Metroidvania', 'Platformer', 'Action', 'Singleplayer', 'Atmospheric', 'Adventure', 'Story Rich', 'Cute', 'Exploration', 'Action-Adventure', 'Puzzle', 'Emotional', 'Difficult', 'Indie', 'Fantasy', 'Open World', '2D', 'Souls-like']",20.0,"['Action', 'Moon Studios GmbH']",2.0,Xbox Game Studios,2020,21.0,Xbox Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Hellblade: Senua's Sacrifice,43581,2017-08-08,29.99,1,Very Positive,8.0,20.0,"['Atmospheric', 'Psychological', 'Female Protagonist', 'Story Rich', 'Mythology', 'Singleplayer', 'Dark', 'Adventure', 'Third Person', 'Horror', 'Dark Fantasy', 'Action', 'Violent', 'Indie', 'Hack and Slash', 'Action-Adventure', 'Walking Simulator', 'Fantasy', 'Realistic', 'Blood']",20.0,"['Action', 'Adventure', 'Indie', 'Ninja Theory']",4.0,Ninja Theory,2017,20.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,PGA TOUR 2K21,3203,2020-08-21,59.99,1,Very Positive,8.0,9.0,"['Sports', 'Simulation', 'Golf', 'Local Multiplayer', 'Turn-Based']",5.0,"['Simulation', 'Sports', 'HB Studios Multimedia Ltd.']",3.0,2K,2020,9.0,2K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Half-Life: Alyx,55841,2020-03-23,59.99,0,Overwhelmingly Positive,9.0,28.0,"['VR', 'FPS', 'Story Rich', 'Horror', 'Shooter', 'Female Protagonist', 'First-Person', 'Action', 'Zombies', 'Singleplayer', 'Atmospheric', 'Sci-fi', 'Beautiful', 'Adventure', 'Aliens', 'Psychological Horror', 'Futuristic', 'Memes', 'Great Soundtrack', 'Gore']",20.0,[],0.0,Valve,2020,28.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,BeamNG.drive,69968,2015-05-29,24.99,0,Overwhelmingly Positive,9.0,11.0,"['Simulation', 'Driving', 'Destruction', 'Physics', 'Automobile Sim', 'Realistic', 'Racing', 'Open World', 'Sandbox', 'Moddable', 'Singleplayer', 'Early Access', 'Exploration', 'Funny', 'First-Person', 'Third Person', 'Action', 'Adventure', 'Arcade', 'Flight']",20.0,"['Racing', 'Simulation', 'Early Access']",3.0,BeamNG,2015,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37,7 Days to Die,163092,2013-12-13,24.99,0,Very Positive,8.0,14.0,"['Survival', 'Zombies', 'Voxel', 'Open World', 'Open World Survival Craft', 'Post-apocalyptic', 'Multiplayer', 'Building', 'Sandbox', 'FPS', 'Action', 'Simulation', 'Online Co-Op', 'Exploration', 'Singleplayer', 'Survival Horror', 'RPG', 'Procedural Generation', 'Character Customization', 'Early Access']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",7.0,The Fun Pimps Entertainment LLC,2013,14.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,Deep Rock Galactic,84207,2020-05-13,29.99,0,Overwhelmingly Positive,9.0,15.0,"['Co-op', 'Multiplayer', 'Class-Based', 'FPS', 'Action', 'PvE', 'Loot', 'Online Co-Op', 'First-Person', 'Procedural Generation', 'Looter Shooter', 'Shooter', 'Combat', 'Atmospheric', 'Sci-fi', 'Dark', 'Exploration', 'Singleplayer', 'Action Roguelike', 'Survival']",20.0,"['Action', 'Ghost Ship Games']",2.0,Coffee Stain Publishing,2020,15.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ARK: Survival Evolved,418832,2017-08-27,49.99,0,Very Positive,8.0,21.0,"['Open World Survival Craft', 'Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Crafting', 'Building', 'Adventure', 'Base Building', 'Co-op', 'Action', 'First-Person', 'Sandbox', 'Massively Multiplayer', 'Singleplayer', 'Early Access', 'RPG', 'Dragons', 'Sci-fi', 'Indie']",20.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Studio Wildcard', 'Instinct Games', 'Efecto Studios']",8.0,Studio Wildcard,2017,21.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Disco Elysium - The Final Cut,32968,2019-10-15,39.99,0,Very Positive,8.0,9.0,"['RPG', 'Choices Matter', 'Story Rich', 'Detective', 'Isometric', 'Atmospheric', 'CRPG', 'Singleplayer', 'Great Soundtrack', 'Noir', 'Character Customization', 'Open World', 'Surreal', 'Adventure', 'Indie', 'Exploration', 'Funny', 'Point & Click', 'Sexual Content', 'Fantasy']",20.0,['RPG'],1.0,ZA/UM,2019,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Spyro™ Reignited Trilogy,12411,2019-09-03,39.99,1,Overwhelmingly Positive,9.0,14.0,"['Adventure', '3D Platformer', 'Action', 'Remake', 'Dragons', 'Classic', 'Family Friendly', 'Singleplayer', 'Cute', 'Colorful', 'Platformer', 'Fantasy', 'Cult Classic', 'Casual', 'Great Soundtrack', 'Cartoony', 'Atmospheric', 'Third Person', 'Collectathon', 'Funny']",20.0,"['Action', 'Adventure', 'Toys for Bob']",3.0,Activision,2019,14.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Wobbly Life,1469,2020-07-08,10.99,1,Overwhelmingly Positive,9.0,,"['Action', 'Adventure', 'Casual', 'Simulation', 'Indie', 'Early Access', 'Sandbox', 'Multiplayer', 'Funny', 'Co-op', 'Open World', 'Physics', 'Split Screen', 'Family Friendly', 'Party']",15.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",6.0,RubberBandGames,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43,Evil Genius 2: World Domination,5348,2021-03-30,39.99,0,Mixed,5.0,9.0,"['Strategy', 'Simulation', 'Base Building', 'Villain Protagonist', 'Building', 'Management', 'Violent', 'Memes', 'Singleplayer', 'Funny', 'Sandbox', 'Sequel', 'RTS', 'Resource Management', 'Great Soundtrack']",15.0,"['Simulation', 'Strategy', 'Rebellion']",3.0,Rebellion,2021,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Hell Let Loose,40998,2019-06-06,29.99,0,Very Positive,8.0,11.0,"['Action', 'Shooter', 'World War II', 'Multiplayer', 'War', 'FPS', 'Simulation', 'Realistic', 'Strategy', 'Singleplayer', 'First-Person', 'Military', 'Indie', 'Violent', 'Massively Multiplayer', 'Gore', 'Tanks', 'Historical', 'Mature', 'Early Access']",20.0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Black Matter Pty Ltd']",6.0,Team17,2019,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,Tom Clancy's Rainbow Six® Siege,897872,2015-12-01,19.99,0,Very Positive,8.0,16.0,"['FPS', 'Hero Shooter', 'Multiplayer', 'Tactical', 'Shooter', 'Team-Based', 'Action', 'First-Person', 'Competitive', 'Co-op', 'Strategy', 'Realistic', 'Online Co-Op', 'Destruction', 'Psychological Horror', 'Physics', 'Atmospheric', 'Singleplayer', 'Massively Multiplayer', 'Casual']",20.0,['Action'],1.0,Ubisoft,2015,16.0,Ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,DARK SOULS™: REMASTERED,40082,2018-05-23,39.99,0,Very Positive,8.0,12.0,"['Souls-like', 'Dark Fantasy', 'Action', 'Dark', 'RPG', 'Education', 'Difficult', 'Fantasy', 'Action RPG', 'Atmospheric', 'Great Soundtrack', 'Multiplayer', 'Lore-Rich', 'Adventure', 'Third Person', 'Story Rich', 'Replay Value', 'Exploration', 'Soundtrack', 'Character Customization']",20.0,"['Action', 'QLOC', 'FromSoftware, Inc']",3.0,BANDAI NAMCO Entertainment,2018,12.0,BANDAI NAMCO Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Scars of Summer,154,2021-04-10,19.99,1,Mostly Positive,7.0,,"['RPG', 'Adventure', 'JRPG', 'Anime', 'Sexual Content', 'Indie', 'Singleplayer', 'Nudity', 'Female Protagonist', 'Mature', 'Hentai', 'Memes', 'NSFW', 'RPGMaker']",14.0,"['Adventure', 'Indie', 'RPG', 'Shinachiku-castella']",4.0,Kagura Games,2021,10.0,Kagura Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Call of Duty®: Black Ops III,98920,2015-11-06,59.99,0,Mostly Positive,7.0,11.0,"['Multiplayer', 'FPS', 'Zombies', 'Shooter', 'Action', 'First-Person', 'Co-op', 'Singleplayer', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation']",20.0,"['Action', 'Adventure', 'Treyarch', 'Aspyr (Mac)']",4.0,Aspyr (Mac),2015,11.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,No Man's Sky,189749,2016-08-12,59.99,0,Mixed,5.0,14.0,"['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'First-Person', 'Adventure', 'Singleplayer', 'Sandbox', 'Atmospheric', 'Crafting', 'Multiplayer', 'Space Sim', 'Indie', 'Action', 'Simulation', 'FPS', 'Great Soundtrack']",20.0,[],0.0,Hello Games,2016,14.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Hades,137725,2020-09-17,24.99,0,Overwhelmingly Positive,9.0,10.0,"['Action Roguelike', 'Indie', 'Action', 'RPG', 'Roguelite', 'Hack and Slash', 'Roguelike', 'Mythology', 'Great Soundtrack', 'Singleplayer', 'Dungeon Crawler', 'Story Rich', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Dating Sim', 'Anime']",20.0,"['Action', 'Indie', 'RPG', 'Supergiant Games']",4.0,Supergiant Games,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,GTFO,23181,2019-12-09,34.99,0,Very Positive,8.0,,"['Early Access', 'Horror', 'Online Co-Op', 'Multiplayer', 'FPS', 'Action', 'Co-op', 'Survival Horror', 'First-Person', 'Gore', 'Shooter', 'Team-Based', 'Difficult', 'Tactical', 'Survival', 'Atmospheric', 'Violent', 'PvE', 'Zombies', 'Stealth']",20.0,"['Action', 'Early Access']",2.0,10 Chambers,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
52,Garry's Mod,684935,2006-11-29,9.99,0,Overwhelmingly Positive,9.0,25.0,"['Sandbox', 'Multiplayer', 'Funny', 'Moddable', 'Building', 'Comedy', 'Co-op', 'Mod', 'First-Person', 'Physics', 'Simulation', 'Online Co-Op', 'FPS', 'Singleplayer', 'Action', 'Shooter', 'Animation & Modeling', 'Indie', 'Massively Multiplayer', 'Adventure']",20.0,"['Indie', 'Simulation']",2.0,Valve,2006,25.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SpellForce 3: Fallen God,706,2020-11-03,24.99,1,Very Positive,8.0,9.0,"['RPG', 'Strategy', 'RTS', 'City Builder', 'Strategy RPG', 'Fantasy', 'Co-op', 'Magic', 'Spectacle fighter', 'PvP', 'Atmospheric', 'Online Co-Op', 'Singleplayer', 'Multiplayer', 'Gore']",15.0,"['RPG', 'Strategy', 'Grimlore Games']",3.0,THQ Nordic,2020,9.0,THQ Nordic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Pavlov VR,21668,2017-02-27,24.99,0,Very Positive,8.0,,"['Early Access', 'VR', 'Action', 'Shooter', 'Multiplayer', 'FPS', 'Violent', 'Indie', 'Military', 'Gore', 'First-Person', 'Funny', 'Singleplayer', 'Memes', 'Competitive', 'Zombies', 'PvP', 'Team-Based', 'Co-op', 'Simulation']",20.0,[],0.0,Vankrupt Games,2017,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
