,num_reviews,year_released,orig_price,been_sale,rating_val,num_tags,num_genres,languages_filled,Devolver Digital,Disney,Electronic Arts,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,other
23,356033,2020.0,19.99,0,8.0,20.0,5.0,11.0,1,0,0,0,0,0,0,0,0,0
24,111244,2018.0,19.99,0,8.0,20.0,4.0,12.0,0,0,0,0,0,0,0,0,0,1
25,302018,2018.0,29.99,0,8.0,20.0,2.0,13.0,0,0,0,0,0,0,0,0,0,1
26,534568,2018.0,4.99,0,8.0,20.0,1.0,6.0,0,0,0,0,0,0,0,0,0,1
27,21377,2020.0,29.99,1,7.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
28,138362,2014.0,14.99,1,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
29,263559,2018.0,44.99,0,5.0,20.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
30,5372,2019.0,34.99,0,8.0,16.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
31,721278,2011.0,9.99,0,9.0,20.0,4.0,9.0,0,0,0,0,0,0,0,0,0,1
32,66011,2020.0,29.99,1,9.0,20.0,2.0,21.0,0,0,0,0,0,0,0,0,0,1
33,43581,2017.0,29.99,1,8.0,20.0,4.0,20.0,0,0,0,0,0,0,0,0,0,1
34,3203,2020.0,59.99,1,8.0,5.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
35,55841,2020.0,59.99,0,9.0,20.0,0.0,28.0,0,0,0,0,0,0,0,0,0,1
36,69968,2015.0,24.99,0,9.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
37,163092,2013.0,24.99,0,8.0,20.0,7.0,14.0,0,0,0,0,0,0,0,0,0,1
38,84207,2020.0,29.99,0,9.0,20.0,2.0,15.0,0,0,0,0,0,0,0,0,0,1
39,418832,2017.0,49.99,0,8.0,20.0,8.0,21.0,0,0,0,0,0,0,0,0,0,1
40,32968,2019.0,39.99,0,8.0,20.0,1.0,9.0,0,0,0,0,0,0,0,0,0,1
41,12411,2019.0,39.99,1,9.0,20.0,3.0,14.0,0,0,0,0,0,0,0,0,0,1
42,1469,2020.0,10.99,1,9.0,15.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
43,5348,2021.0,39.99,0,5.0,15.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
44,40998,2019.0,29.99,0,8.0,20.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1
45,897872,2015.0,19.99,0,8.0,20.0,1.0,16.0,0,0,0,0,0,0,0,0,1,0
46,40082,2018.0,39.99,0,8.0,20.0,3.0,12.0,0,0,0,0,0,0,0,0,0,0
47,154,2021.0,19.99,1,7.0,14.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
48,98920,2015.0,59.99,0,7.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
49,189749,2016.0,59.99,0,5.0,20.0,0.0,14.0,0,0,0,0,0,0,0,0,0,1
50,137725,2020.0,24.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
51,23181,2019.0,34.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
52,684935,2006.0,9.99,0,9.0,20.0,2.0,25.0,0,0,0,0,0,0,0,0,0,1
53,706,2020.0,24.99,1,8.0,15.0,3.0,9.0,0,0,0,0,0,0,0,1,0,0
54,21668,2017.0,24.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
55,5887,2018.0,19.99,1,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
56,5008,2017.0,19.99,1,8.0,20.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
57,119296,2017.0,44.99,0,9.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
58,84494,2018.0,9.99,0,9.0,20.0,2.0,16.0,0,0,0,0,0,0,0,0,0,1
59,479077,2009.0,9.99,0,9.0,20.0,1.0,28.0,0,0,0,0,0,0,0,0,0,1
60,96979,2017.0,19.99,1,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
61,159604,2018.0,29.99,0,9.0,20.0,0.0,21.0,0,0,0,0,0,0,0,0,0,1
62,499,2021.0,14.99,1,7.0,20.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1
63,5245,2017.0,49.99,1,7.0,18.0,4.0,8.0,0,0,0,0,0,0,0,1,0,0
64,912,2021.0,14.99,0,8.0,20.0,2.0,17.0,0,0,0,0,0,0,0,0,0,1
65,18590,2020.0,29.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
66,19814,2019.0,29.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
67,17350,2018.0,19.99,0,9.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
68,1697393,2017.0,29.99,0,5.0,20.0,3.0,17.0,0,0,0,0,0,0,0,0,0,1
69,4296,2020.0,59.99,1,7.0,12.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
70,40674,2018.0,19.99,1,8.0,20.0,4.0,20.0,0,0,0,0,0,0,0,0,0,1
71,50151,2018.0,29.99,0,7.0,20.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1
72,24066,2020.0,59.99,0,7.0,20.0,0.0,8.0,0,0,0,0,0,0,0,0,0,1
73,99684,2018.0,34.99,0,9.0,20.0,3.0,23.0,0,0,0,0,0,0,0,0,0,1
74,24438,2020.0,39.99,1,8.0,20.0,2.0,24.0,0,0,0,0,0,0,0,0,0,1
75,91488,2017.0,59.99,0,8.0,20.0,8.0,13.0,0,0,0,0,0,0,0,0,0,1
76,12957,2020.0,19.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
77,436,2021.0,9.99,0,8.0,20.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
78,5771,2019.0,24.99,1,7.0,20.0,4.0,9.0,0,0,0,0,0,0,0,0,0,1
79,156325,2016.0,59.99,0,8.0,20.0,6.0,12.0,0,0,0,0,0,0,0,0,0,1
80,1575,2021.0,19.99,0,8.0,20.0,6.0,18.0,0,0,0,0,0,0,0,0,0,1
81,16365,2019.0,39.99,1,5.0,20.0,3.0,15.0,0,0,0,0,0,0,0,0,0,1
82,29730,2017.0,9.99,0,7.0,20.0,1.0,11.0,0,0,0,0,0,0,0,0,0,1
83,3288,2021.0,9.99,0,9.0,20.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1
84,156374,2020.0,49.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
85,17113,2021.0,49.99,0,8.0,20.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1
86,19251,2016.0,39.99,1,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
87,129675,2019.0,59.99,0,8.0,20.0,4.0,13.0,0,0,0,0,0,0,0,0,0,1
88,114132,2020.0,30.0,0,9.0,20.0,4.0,22.0,0,0,0,0,0,0,0,0,0,1
89,872,2021.0,29.99,1,8.0,11.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1
90,3310,2018.0,29.99,0,8.0,17.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
91,132839,2016.0,14.99,1,8.0,20.0,3.0,16.0,0,0,0,0,0,0,0,0,0,1
92,51694,2020.0,49.99,0,8.0,20.0,4.0,8.0,0,0,0,0,1,0,0,0,0,0
93,28213,2017.0,19.99,0,7.0,20.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1
94,36624,2013.0,14.99,0,8.0,20.0,4.0,17.0,0,0,0,0,0,0,0,0,0,1
95,71036,2018.0,29.99,0,8.0,20.0,2.0,23.0,0,0,0,0,0,0,0,0,0,1
96,162,2021.0,19.99,1,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
97,189657,2013.0,29.99,0,8.0,20.0,4.0,14.0,0,0,0,0,0,0,0,0,0,1
98,3674,2016.0,24.99,0,9.0,15.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
99,2174,2020.0,9.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
100,19921,2018.0,19.99,1,8.0,20.0,5.0,12.0,0,0,0,0,0,0,0,0,0,1
101,10879,2018.0,39.99,1,8.0,20.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1
102,3153,2021.0,6.99,0,5.0,18.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
103,5350,2021.0,4.99,0,8.0,20.0,3.0,15.0,0,0,0,0,0,0,0,0,0,1
104,1631,2017.0,24.99,0,8.0,13.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
105,76947,2016.0,19.99,1,9.0,20.0,3.0,24.0,0,0,0,0,0,0,0,0,0,1
106,32911,2019.0,29.99,0,8.0,20.0,3.0,13.0,0,0,0,0,0,0,0,0,0,1
107,1855,2018.0,24.99,1,8.0,20.0,10.0,7.0,0,0,0,0,0,0,0,0,0,1
108,1376,2018.0,29.99,0,8.0,14.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
109,289,2021.0,39.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
110,85913,2019.0,29.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
111,32201,2014.0,19.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,1,0,0,0
112,21785,2014.0,29.99,1,8.0,20.0,4.0,8.0,0,0,0,0,0,0,0,0,0,1
113,1798,2019.0,29.99,0,9.0,15.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
114,21997,2020.0,39.99,0,8.0,20.0,3.0,11.0,0,0,1,0,0,0,0,0,0,0
115,8084,2021.0,15.99,0,9.0,13.0,4.0,6.0,0,0,0,0,0,0,0,0,0,1
116,37348,2021.0,19.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
117,8415,2020.0,29.99,0,9.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
118,243237,2011.0,9.99,0,9.0,20.0,2.0,22.0,0,0,0,0,0,0,0,0,0,1
119,252766,2016.0,14.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
120,2923,2017.0,39.99,1,8.0,12.0,1.0,8.0,0,0,0,0,0,0,0,0,0,1
121,1207,2021.0,14.99,1,8.0,20.0,7.0,10.0,0,0,0,0,0,0,0,0,0,1
122,19658,2020.0,39.99,1,8.0,20.0,3.0,18.0,0,0,1,0,0,0,0,0,0,0
123,2525,2020.0,11.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
124,36553,2020.0,11.99,0,8.0,20.0,7.0,17.0,0,0,0,0,0,0,0,0,0,1
125,54730,2020.0,29.99,0,9.0,20.0,2.0,10.0,0,0,1,0,0,0,0,0,0,0
126,10070,2021.0,29.99,0,9.0,20.0,3.0,14.0,0,0,0,0,0,0,0,0,0,0
127,25498,2020.0,59.99,0,3.0,20.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
128,1807,2020.0,16.99,1,8.0,19.0,3.0,13.0,0,0,0,0,0,0,0,0,0,1
129,3713,2020.0,24.99,1,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
130,554,2021.0,5.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
131,64602,2018.0,39.99,0,7.0,20.0,7.0,12.0,0,0,0,0,0,0,0,0,0,1
132,5548,2021.0,59.99,0,8.0,20.0,3.0,8.0,0,0,0,0,0,1,0,0,0,0
133,28896,2020.0,39.99,0,8.0,20.0,5.0,8.0,0,0,0,0,0,0,0,0,0,1
134,6673,2019.0,19.99,1,8.0,15.0,3.0,13.0,0,0,0,0,0,0,0,0,0,1
135,12746,2017.0,8.99,0,8.0,20.0,0.0,9.0,0,0,0,0,0,0,0,0,0,1
136,2421,2019.0,19.99,0,8.0,14.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
137,13768,2020.0,39.99,0,8.0,14.0,2.0,12.0,0,0,1,0,0,0,0,0,0,0
138,35624,2012.0,59.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
139,40480,2019.0,44.99,0,8.0,20.0,3.0,18.0,0,0,0,0,0,0,0,0,0,1
140,71432,2017.0,4.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
141,43662,2020.0,19.99,0,9.0,20.0,1.0,10.0,0,0,0,0,0,1,0,0,0,0
142,6891,2020.0,9.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
143,1608,2019.0,24.99,1,8.0,14.0,3.0,8.0,0,0,0,0,0,0,0,1,0,0
144,33495,2008.0,19.99,1,8.0,20.0,6.0,15.0,0,0,1,0,0,0,0,0,0,0
145,20101,2018.0,49.99,0,8.0,20.0,2.0,13.0,0,0,0,0,0,0,0,0,0,0
146,36085,2019.0,9.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
147,3352,2020.0,39.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
148,3899,2019.0,24.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
149,16389,2021.0,14.99,0,8.0,20.0,4.0,10.0,1,0,0,0,0,0,0,0,0,0
150,146471,2017.0,14.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
151,28259,2018.0,24.99,0,8.0,20.0,5.0,12.0,0,0,0,0,0,0,0,0,0,1
152,57636,2017.0,14.99,0,7.0,20.0,1.0,6.0,0,0,0,0,0,0,0,0,0,1
153,1077,2020.0,19.99,1,7.0,17.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
154,92596,2018.0,59.99,0,7.0,20.0,7.0,15.0,0,0,0,0,0,0,0,0,1,0
155,162,2021.0,24.99,1,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
156,1271,2020.0,34.99,1,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
157,713,2021.0,19.99,1,7.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
158,17450,2020.0,19.99,0,9.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
159,10443,2016.0,19.99,0,9.0,18.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
160,126390,2016.0,39.99,0,8.0,20.0,3.0,7.0,0,0,0,0,1,0,0,0,0,0
161,66162,2018.0,29.99,0,8.0,20.0,4.0,9.0,0,0,0,0,0,0,0,0,0,1
162,6455,2016.0,24.99,1,7.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
163,87,2021.0,14.99,1,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
164,32670,2019.0,24.99,0,8.0,20.0,4.0,19.0,0,0,0,0,0,0,0,0,0,1
165,5994,2018.0,59.99,0,7.0,20.0,0.0,9.0,0,0,0,0,0,0,0,0,0,1
166,31048,2016.0,19.99,1,5.0,20.0,2.0,13.0,0,0,0,0,0,0,0,0,0,1
167,68738,2015.0,29.99,0,7.0,20.0,0.0,6.0,0,0,0,0,0,0,0,0,0,1
168,46791,2016.0,59.99,0,7.0,20.0,8.0,13.0,0,0,0,0,0,0,0,0,0,1
169,271,2021.0,39.99,0,5.0,20.0,7.0,13.0,0,0,0,0,0,0,0,0,0,1
170,30302,2020.0,19.99,0,9.0,20.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1
171,72555,2017.0,19.99,0,9.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
172,5200,2020.0,39.99,0,8.0,20.0,0.0,7.0,0,0,0,0,0,0,0,0,0,1
173,1956,2021.0,24.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
174,12642,2020.0,39.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
175,43561,2014.0,19.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
176,5658,2017.0,24.99,0,8.0,18.0,0.0,11.0,0,0,0,0,0,0,0,0,0,1
177,19604,2020.0,39.99,0,7.0,20.0,0.0,13.0,0,0,1,0,0,0,0,0,0,0
178,43602,2018.0,19.99,0,8.0,20.0,2.0,18.0,0,0,0,0,0,0,0,0,0,1
179,25392,2020.0,49.99,0,5.0,20.0,2.0,14.0,0,0,1,0,0,0,0,0,0,0
180,6677,2016.0,39.99,0,8.0,20.0,0.0,9.0,0,0,0,0,0,0,0,0,0,1
181,25734,2020.0,59.99,1,8.0,16.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1
182,44413,2016.0,4.99,0,9.0,20.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
183,22623,2020.0,19.99,0,8.0,20.0,3.0,13.0,0,0,0,0,0,0,0,0,0,1
184,500239,2013.0,9.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
185,21733,2020.0,14.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
186,100912,2016.0,39.99,0,8.0,20.0,3.0,8.0,0,0,0,0,1,0,0,0,0,0
187,156192,2015.0,29.99,0,8.0,20.0,3.0,9.0,0,0,0,0,1,0,0,0,0,0
188,9386,2020.0,59.99,0,9.0,20.0,4.0,11.0,0,0,0,0,0,1,0,0,0,0
189,144760,2016.0,19.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
190,69002,2016.0,19.99,0,8.0,20.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1
191,35459,2019.0,39.99,0,8.0,20.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
192,11442,2020.0,24.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
193,21259,2019.0,4.99,1,8.0,20.0,5.0,16.0,0,0,0,0,0,0,0,0,0,1
194,7073,2018.0,29.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
195,45923,2020.0,39.99,0,7.0,20.0,2.0,13.0,0,0,0,0,0,0,0,0,0,1
196,35202,2008.0,19.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
197,11177,2020.0,59.99,0,8.0,20.0,1.0,11.0,0,0,0,0,0,0,0,0,0,1
198,62199,2017.0,19.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
199,236258,2015.0,29.99,0,7.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
200,21092,2016.0,14.99,0,9.0,20.0,3.0,15.0,0,0,0,0,0,0,0,0,0,1
201,70361,2019.0,59.99,0,8.0,20.0,7.0,13.0,0,0,0,0,0,0,0,0,0,1
202,74238,2017.0,19.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
203,13761,2017.0,19.99,0,8.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
204,101449,2019.0,19.99,0,8.0,20.0,4.0,16.0,0,0,0,0,0,0,0,0,0,1
205,11053,2019.0,29.99,0,8.0,20.0,7.0,13.0,0,0,0,0,0,0,0,0,0,1
206,90027,2019.0,24.99,0,9.0,20.0,2.0,17.0,0,0,0,0,0,0,0,0,0,1
207,18424,2017.0,14.99,0,8.0,15.0,4.0,12.0,0,0,0,0,0,0,0,0,0,1
208,11278,2017.0,39.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
209,13863,2020.0,19.99,0,8.0,20.0,5.0,20.0,0,0,0,0,0,0,0,0,0,1
210,15870,2019.0,5.99,0,8.0,9.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
211,1787,2015.0,9.99,0,8.0,14.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
212,68,2021.0,17.99,1,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
213,2046,2021.0,9.99,0,8.0,20.0,4.0,14.0,0,0,0,0,0,0,0,0,0,1
214,807,2018.0,19.99,1,5.0,12.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
215,16038,2020.0,29.99,1,8.0,20.0,6.0,15.0,0,0,0,0,0,0,0,0,0,1
216,2286,2021.0,39.99,0,8.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
217,3264,2020.0,11.99,0,7.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
218,41269,2017.0,9.99,0,7.0,20.0,6.0,6.0,0,0,0,0,0,0,0,0,0,1
219,494,2020.0,9.99,0,7.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
220,19286,2020.0,29.99,0,8.0,20.0,4.0,8.0,0,0,1,0,0,0,0,0,0,0
221,414244,2012.0,19.99,1,9.0,20.0,3.0,24.0,0,0,0,0,0,0,0,0,0,1
222,150489,2015.0,9.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
223,21911,2020.0,29.99,0,8.0,20.0,5.0,13.0,0,0,0,0,0,0,0,0,0,1
224,88979,2015.0,39.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
225,33715,2015.0,19.99,0,8.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
226,4643,2019.0,29.99,0,9.0,20.0,0.0,11.0,0,0,0,0,0,0,0,0,0,1
227,4689,2019.0,59.99,0,8.0,18.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
228,35848,2017.0,19.99,0,8.0,20.0,4.0,17.0,0,0,0,0,0,0,0,0,0,1
229,233948,2015.0,39.99,0,8.0,20.0,3.0,17.0,0,0,0,0,0,0,0,0,0,1
230,15285,2018.0,29.99,0,8.0,20.0,6.0,7.0,0,0,0,0,0,0,0,0,0,1
231,17321,2020.0,24.99,0,9.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
232,88433,2017.0,39.99,0,8.0,20.0,4.0,6.0,0,0,0,0,0,0,1,0,0,0
233,41922,2009.0,19.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
234,1616,2020.0,29.99,0,8.0,17.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
235,52291,2020.0,39.99,0,8.0,20.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1
236,1174,2021.0,49.99,0,8.0,19.0,1.0,12.0,0,0,0,0,0,0,0,0,0,1
237,16568,2018.0,9.99,0,8.0,10.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
238,78145,2012.0,14.99,0,9.0,20.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1
239,11827,2016.0,24.99,0,5.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
240,1825,2021.0,19.99,0,8.0,20.0,9.0,13.0,0,0,0,0,0,0,0,0,0,1
241,73991,2020.0,59.99,0,8.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,1
242,24378,2010.0,39.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
243,20789,2020.0,39.99,0,8.0,20.0,3.0,13.0,0,0,1,0,0,0,0,0,0,0
244,1892,2020.0,59.99,1,8.0,15.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
245,7545,2017.0,14.99,0,5.0,13.0,1.0,10.0,0,0,0,0,0,0,0,0,1,0
246,9290,2020.0,19.99,1,8.0,20.0,5.0,14.0,0,0,0,0,0,0,0,0,0,1
247,5643,2020.0,19.99,0,9.0,20.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1
248,18133,2017.0,29.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
249,4718,2018.0,29.99,0,8.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
250,100910,2016.0,29.99,0,8.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
251,1774,2019.0,39.99,0,7.0,20.0,5.0,6.0,0,0,0,0,0,0,0,0,0,1
252,72683,2019.0,39.99,0,8.0,20.0,3.0,13.0,0,0,1,0,0,0,0,0,0,0
253,652,2018.0,24.99,0,8.0,12.0,0.0,7.0,0,0,0,0,0,0,0,0,0,1
254,36385,2017.0,29.99,0,9.0,20.0,2.0,11.0,0,0,0,0,0,0,0,0,0,1
255,9564,2014.0,19.99,1,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
256,14866,2020.0,49.99,1,8.0,8.0,3.0,17.0,0,0,0,0,0,1,0,0,0,0
257,1388,2014.0,24.99,0,8.0,15.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
258,102771,2016.0,14.99,0,8.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
259,1411,2015.0,24.99,0,9.0,14.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
260,73,2021.0,29.99,1,7.0,15.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
261,5662,2018.0,29.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
262,32633,2008.0,9.99,0,9.0,20.0,1.0,17.0,0,0,0,0,0,0,0,0,0,1
263,7483,2019.0,24.99,0,8.0,20.0,5.0,13.0,0,0,0,0,0,0,0,0,0,1
264,878,2021.0,39.99,0,7.0,8.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
