,title,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher
5707,God's Basement,776,Mostly Positive,8,"['Horror', 'Psychological Horror', 'Dark', 'Walking Simulator', 'Atmospheric', 'First-Person', 'Story Rich', 'Mature', 'Psychological', 'Adventure', 'Mystery', 'Puzzle', 'Indie', 'Singleplayer', 'Violent', 'Gore', 'Exploration', 'Realistic', 'Emotional', '3D']",20.0,"['Adventure', 'Indie']",2.0,Erebus
5708,Battle Chasers: Nightwar,,Very Positive,11,"['RPG', 'Turn-Based Combat', 'Singleplayer', 'JRPG', 'Dungeon Crawler', 'Fantasy', 'Indie', 'Atmospheric', 'Comic Book', 'Turn-Based', 'Great Soundtrack', 'Crowdfunded', 'Story Rich', 'Fishing', 'Loot', 'Isometric', 'Open World']",17.0,"['Indie', 'RPG']",2.0,THQ Nordic
5709,Nameless ~The one thing you must recall~,,Very Positive,,"['Otome', 'Dating Sim', 'Female Protagonist', 'Visual Novel', 'Simulation', 'Anime', 'Romance', 'Story Rich', 'Psychological Horror', 'Horror']",10.0,"['Simulation', 'Sujin Ri', 'Yunjeong Yun', 'Hyein Go', 'Minsu Ock', 'Marcos Arroyo', 'Seona Lee']",7.0,Cheritz
5710,Sharecare YOU,36,Positive,,"['Education', 'Medical Sim', 'Realistic', 'Science', 'VR', 'Simulation']",6.0,"['Simulation', 'Education']",2.0,"Sharecare, Inc."
5711,Rocksmith® 2014 – Anthrax - “Madhouse”,,1 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5712,Stephen's Sausage Roll,956,Overwhelmingly Positive,,"['Puzzle', 'Indie', 'Difficult', 'Singleplayer', 'Sokoban', 'Psychological Horror']",6.0,['Indie'],1.0,increpare games
5713,Rocksmith® 2014 – A Perfect Circle - “The Outsider”,,4 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5714,while True: learn(),,Very Positive,18,"['Programming', 'Simulation', 'Education', 'Puzzle', 'Building', 'Sandbox', 'Indie', 'Science', 'Cats', 'Investigation', 'Transhumanism', 'Underground', 'Dynamic Narration', 'Intentionally Awkward Controls', 'Logic', 'Singleplayer']",16.0,"['Indie', 'Simulation', 'Luden.io']",3.0,Nival
5715,Space Gladiators,,Very Positive,9,"['Action', 'Indie', 'Roguelite', 'Action Roguelike', 'Hand-drawn', 'Difficult', 'Singleplayer', 'Perma Death', 'Replay Value', 'Side Scroller', 'Souls-like', '2D', 'Dungeon Crawler', 'Great Soundtrack', 'Cute', '2D Platformer', 'Procedural Generation', 'Hack and Slash', 'Roguelike']",19.0,"['Action', 'Indie', 'Thomas Gervraud']",3.0,Thomas Gervraud
5716,Wildfire Swap,9,5 user reviews,,"['Indie', 'Casual', 'Strategy', 'Puzzle', 'Turn-Based', '2D', 'Pixel Graphics', 'Family Friendly', 'Singleplayer', 'Simulation']",10.0,"['Casual', 'Indie', 'Strategy', 'Ryan Kubik', 'Drew Gingerich']",5.0,Ryan Kubik Games
5717,I am an Air Traffic Controller 4,98,Very Positive,,"['Simulation', 'Flight', 'Management', 'Real Time Tactics', 'Automobile Sim', 'Transportation', 'Jet', 'Singleplayer', '3D', 'Top-Down', 'Tutorial', 'Realistic', 'Atmospheric', 'Choices Matter', 'Beautiful', 'Puzzle Platformer', 'RTS']",17.0,['Simulation'],1.0,TechnoBrain
5718,Granblue Fantasy: Versus - Additional Character Set (Narmaya),,Positive,9,['Action'],1.0,"['Action', 'Cygames, Inc.', 'Arc System Works']",3.0,"Marvelous USA, Inc."
5719,Boss of this gym,111,Very Positive,29,"['Sports', 'Runner', 'Racing', 'Idler', 'Score Attack', '2D', 'Platformer', 'Casual', 'Action', 'Old School', 'Indie', 'Singleplayer', 'Parkour', 'Simulation', 'Adventure', 'RPG', 'Massively Multiplayer', 'Strategy', 'Fast-Paced', 'Free to Play']",20.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",11.0,IndieGameMama
5720,Onigiri Support Pack,,,,"['Action', 'Free to Play', 'RPG', 'Massively Multiplayer']",4.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",4.0,"CyberStep, Inc."
5721,Call of Duty®: Ghosts - Snoop Dogg VO Pack,,Positive,,"['Action', 'Memes', 'Dog']",3.0,['Action'],1.0,Activision
5722,Movavi Video Editor Plus 2021 - Video Editing Software,,Mixed,14,"['Video Production', 'Utilities', 'Animation & Modeling', 'Design & Illustration', 'Audio Production', 'Education', 'Software Training', 'Software', 'Photo Editing', 'Family Friendly', 'Beautiful', 'Tutorial', 'Movie', 'Multiplayer', '360 Video', 'Soundtrack', 'Cinematic', 'Stylized', 'FMV', 'Web Publishing']",20.0,"['Animation & Modeling', 'Audio Production', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Movavi Software']",8.0,Movavi  Software
5723,GRANDIA II HD Remaster,,Very Positive,,"['RPG', 'JRPG', 'Adventure', 'Classic', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Turn-Based Combat', 'Fantasy', 'Cult Classic', 'Anime', 'Turn-Based', 'Retro', 'Remake']",14.0,"['Adventure', 'RPG', 'GAME ARTS Co., Ltd.']",3.0," GungHo Online Entertainment America, Inc.	"
5724,VALHALL: Harbinger - Pre-Beta Testing,,Mixed,,"['Action', 'RPG', 'Massively Multiplayer', 'Gore', 'Medieval', 'Adventure', 'Battle Royale', 'Early Access', 'Hack and Slash', 'Violent', 'Fantasy', 'First-Person', 'Third Person', 'Singleplayer', 'Multiplayer']",15.0,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",5.0,Blackrose Arts
5725,,,,,,,"['Simulation', 'Zen Studios']",2.0,
5726,,,,,,,"['Action', 'Adventure', 'Indie', 'Early Access', 'Digital Lode', 'Neat Corporation', 'Fast Travel Games', 'Portal Studios', 'Tripwire Interactive', 'Neat Corporation']",10.0,
5727,,,,,,,"['Indie', 'Simulation', 'Sports', 'Casual']",4.0,
5728,,,,,,,"['Adventure', 'Indie', 'RPG']",3.0,
5729,"Atelier Ryza 2: Recipe Expansion Pack ""The Art of Synthesis""",,2 user reviews,6,"['RPG', 'Fantasy', 'JRPG', 'Female Protagonist', 'Adventure']",5.0,['RPG'],1.0,"KOEI TECMO GAMES CO., LTD."
5730,Rocksmith® 2014 – Dream Theater - “Metropolis Part I: “The Miracle and the Sleeper””,,1 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5731,Euro Truck Simulator 2 - Pirate Paint Jobs Pack,,Very Positive,23,"['Simulation', 'Indie']",2.0,"['Indie', 'Simulation', 'SCS Software']",3.0,SCS Software
5732,,,,,,,"['RPG', 'Strategy', 'Adventure', 'Simulation', 'IDEA FACTORY Co., Ltd.', 'COMPILE HEART Co., Ltd.', 'FELISTELLA Co., Ltd.', 'Preapp Partners', 'Idea Factory International, Inc.', 'IDEA FACTORY Co., Ltd.', 'Preapp Partners']",11.0,
5733,ETERNAL BLOOD,,Positive,,"['Early Access', 'Arena Shooter', 'First-Person', 'Action', 'Perma Death', 'Arcade', 'Horror', 'Shooter', 'Post-apocalyptic', 'Zombies', 'Demons', 'Atmospheric', 'Difficult', 'Action Roguelike', 'Survival', 'Adventure', 'Gore', 'Combat', 'Singleplayer', 'Indie']",20.0,"['Action', 'Adventure', 'Indie', 'Early Access']",4.0,Bloody Pixel
5734,Crossout - Phantom,,1 user reviews,7,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",4.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",4.0,Gaijin Distribution KFT
5735,Monster Hunter World: Iceborne - Hairstyle: Great Mohawk,,5 user reviews,13,['Action'],1.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
5736,Rocksmith® 2014 – Steve Vai - “For The Love Of God”,,4 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5737,Forgotton Anne,,Very Positive,13,"['Adventure', 'Indie', 'Female Protagonist', 'Platformer', 'Story Rich', 'Puzzle Platformer', '2D', 'Action', 'Casual', 'Hand-drawn', 'Atmospheric', 'Singleplayer', 'Anime', 'Great Soundtrack', 'Cartoony', 'Music', 'Choices Matter', 'Fantasy', 'Puzzle']",19.0,"['Action', 'Adventure', 'Casual', 'Indie', 'ThroughLine Games']",5.0,Square Enix
5738,The Dungeon Beneath,,Very Positive,,"['Strategy', 'Auto Battler', 'Roguelike', 'Turn-Based Strategy', 'Roguelite', 'Tactical RPG', 'Pixel Graphics', 'Retro', 'Perma Death', 'Procedural Generation', 'Turn-Based Combat', 'Turn-Based Tactics', 'Singleplayer', 'Indie', 'Fantasy', 'PvE', 'Top-Down', 'Combat', '2D', 'Dark Fantasy']",20.0,"['Indie', 'Strategy']",2.0,Puzzle Box Games
5739,MotoGP™21,,,9,"['Racing', 'Simulation', 'Sports', 'First-Person', 'Third Person', 'Motorbike', 'PvP', 'Singleplayer', 'Multiplayer']",9.0,"['Racing', 'Simulation', 'Sports', 'Milestone S.r.l.']",4.0,Milestone S.r.l.
5740,Rocksmith® 2014 – 311 - “Beautiful Disaster”,,,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5741,Foregone,,Very Positive,12,"['Action', 'Indie', 'Side Scroller', 'Platformer', '2D', 'Souls-like', 'Metroidvania', 'Pixel Graphics', 'Difficult', 'Adventure', 'Female Protagonist', 'Singleplayer', 'Hack and Slash', 'Action-Adventure', 'Atmospheric', 'Exploration', 'Story Rich', 'Early Access', 'Beautiful', 'Replay Value']",20.0,"['Action', 'Adventure', 'Indie']",3.0,Big Blue Bubble
5742,Rocksmith® 2014 Edition – Remastered – blink-182 - “Feeling This”,,,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5743,DEMON'S TILT,,Very Positive,10,"['Pinball', 'Indie', 'Arcade', 'Gothic', 'Difficult', 'Top-Down', 'Cult Classic', ""1990's"", 'Classic', 'Replay Value', 'Unforgiving', 'Hack and Slash', 'Bullet Hell', 'Dark Fantasy', 'Fantasy', 'Action', '2D', 'Pixel Graphics', 'Fast-Paced', 'Singleplayer']",20.0,"['Action', 'Indie', 'WIZNWAR']",3.0,FLARB LLC
5744,The Legend of Heroes: Trails of Cold Steel III  - U-Material Set 3,,1 user reviews,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5745,RPG Maker MZ - Heroine Character Generator 7 for MZ,,1 user reviews,11,"['RPG', 'Web Publishing', 'Design & Illustration']",3.0,"['RPG', 'Design & Illustration', 'Web Publishing', 'Gee Kun Soft']",4.0,Degica
5746,Rocksmith® 2014 – The Cranberries - “Zombie”,,7 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5747,Rocksmith® 2014 – Silverchair - “Tomorrow”,,2 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5748,Revelation Online - Heart of the Sea Pack,,,,"['Free to Play', 'Massively Multiplayer', 'RPG']",3.0,"['Free to Play', 'Massively Multiplayer', 'RPG']",3.0,MY.GAMES
5749,The Legend of Heroes: Trails of Cold Steel III  - U-Material Set 2,,1 user reviews,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5750,,,,,,,"['Indie', 'Strategy', 'Vertigo Games', 'Wolfdog Interactive']",4.0,
5751,"The Disappearing of Gensokyo: Kogasa, Iku Character Pack",,Positive,,"['Adventure', 'RPG', 'Indie']",3.0,"['Action', 'Adventure', 'Indie', 'RPG', 'MyACG Studio']",5.0,MyACG Studio
5752,PowerBeatsVR - VR Fitness,,Very Positive,,"['Sports', 'Rhythm', 'Action', 'Boxing', 'VR', 'Casual', 'Music', 'Fast-Paced', 'Atmospheric', 'Soundtrack', 'Music-Based Procedural Generation', 'Replay Value', 'Level Editor', 'Arcade', 'Difficult', 'Indie', 'Singleplayer', 'Competitive', 'Early Access', 'Futuristic']",20.0,[],0.0,Five Mind Creations
5753,Music Racer,,Very Positive,,"['Music', 'Rhythm', 'Indie', 'Action', 'Music-Based Procedural Generation', 'Retro', 'Casual', 'Singleplayer', 'Colorful', 'Arcade', 'Multiplayer', 'Difficult', 'Experimental', 'Clicker', 'Spectacle fighter', '3D', '3D Vision', '3D Platformer', 'Racing', 'Runner']",20.0,"['Action', 'Casual', 'Indie', 'Racing', 'AbstractArt']",5.0,AbstractArt
5754,Erannorth Reborn,288,Very Positive,,"['Roguelike Deckbuilder', 'Deckbuilding', 'Card Battler', 'Indie', 'RPG', 'Adventure', 'Strategy', 'Nudity', 'Card Game', 'Roguelite', 'Character Customization', 'Moddable', 'Turn-Based Combat', 'Replay Value', 'Fantasy', 'Mouse only', 'Supernatural', 'NSFW', 'Difficult', 'Casual']",20.0,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Spyridon Thalassinos']",5.0,Spyridon Thalassinos
5755,Redrum: Dead Diary,,Mixed,,"['Indie', 'Casual', 'Adventure', 'Hidden Object', 'Horror', 'Psychological Horror', 'Puzzle', 'Classic', 'Exploration', 'Point & Click', 'Story Rich', 'Singleplayer', 'Mystery', 'Female Protagonist']",14.0,"['Adventure', 'Casual', 'Indie']",3.0,Anarchy Enterprises
5756,EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER,127,Mixed,,"['Action', ""Shoot 'Em Up"", 'Multiplayer', 'Third-Person Shooter', 'Bullet Hell']",5.0,"['Action', 'Clouds']",2.0,D3 PUBLISHER
5757,The House of Da Vinci 2,,Very Positive,12,"['Adventure', 'Indie', 'Strategy', 'Puzzle', 'Mystery', 'Point & Click', '3D']",7.0,"['Adventure', 'Indie', 'Strategy']",3.0,Blue Brain Games
5758,Cake Mania Collection,,Mixed,,"['Casual', 'Time Management', 'Female Protagonist', 'Cooking']",4.0,['Casual'],1.0,Sandlot Games
5759,,,,,,,"['Adventure', 'Casual', 'Sunward Games', 'Brave Giant LTD', 'Cordelia Games']",5.0,
5760,HYPERCHARGE: Unboxed,,Very Positive,13,"['Singleplayer', 'FPS', 'Third-Person Shooter', 'Local Co-Op', 'Split Screen', 'Online Co-Op', 'Exploration', 'Tower Defense', 'PvE', 'PvP', 'Parkour', 'Tutorial', 'Shooter', 'Character Customization', 'First-Person', 'Third Person', '4 Player Local', 'Controller', 'Base Building', 'Action']",20.0,"['Action', 'Adventure', 'Casual', 'Strategy']",4.0,Digital Cybercherries
5761,ChessLocke,7,4 user reviews,,"['RPG', 'Board Game', 'Turn-Based Strategy', 'Tactical RPG', 'Indie', '2D', 'Turn-Based Tactics', 'Artificial Intelligence', 'Strategy', 'Class-Based', 'Singleplayer']",11.0,"['Indie', 'RPG', 'Strategy']",3.0,"Taylor ""Loxxulus"" Hatton"
5762,Call of Duty®: Black Ops II - Weaponized 115 Personalization Pack,,Very Positive,,"['Action', 'Multiplayer', 'FPS']",3.0,['Action'],1.0,Activision
5763,European Fishing,,Negative,,"['Simulation', 'Fishing']",2.0,['Simulation'],1.0,Libredia
5764,Need for Drive - Open World Multiplayer Racing,214,Mixed,,"['Racing', 'Sports', 'Driving', 'Management', 'Automobile Sim', 'Cute', 'Funny', 'Multiple Endings', 'Open World', 'Simulation', 'Third Person', 'Casual', 'Family Friendly', 'Realistic', 'Atmospheric', 'Comedy', 'Old School', 'Multiplayer', 'Massively Multiplayer', 'Singleplayer']",20.0,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",7.0,Success Games
5765,,,,,,,"['Action', 'Massively Multiplayer', 'RPG', 'Strategy', 'Blueside']",5.0,
5766,Call of Duty: United Offensive,"1,015",Very Positive,,"['Action', 'World War II', 'FPS', 'Singleplayer', 'Multiplayer', 'Shooter', 'Military', 'Classic', 'Historical', 'War', 'First-Person', 'Atmospheric']",12.0,['Action'],1.0,Activision
5767,sok-worlds,20,Positive,,"['Indie', 'Sandbox', 'Building', 'Relaxing', 'Experimental']",5.0,"['Indie', 'Sokpop Collective']",2.0,Sokpop Collective
5768,Speedy Gun Savage,,6 user reviews,,"['Action', 'Shooter', 'FPS', 'First-Person', 'Cyberpunk', 'Combat', 'VR', 'Singleplayer', 'Indie', 'Early Access', 'Adventure']",11.0,[],0.0,Gamitronics
5769,Beauty and the Beast: Hidden Object Fairy Tale. HOG,51,Mostly Positive,18,"['Adventure', 'Indie', 'Casual', 'Hidden Object', 'Family Friendly', 'Singleplayer', 'Female Protagonist', 'Fantasy', 'Relaxing', 'Puzzle', 'Competitive', 'Colorful', 'Replay Value', 'Romance', 'Point & Click']",15.0,"['Adventure', 'Casual', 'Indie']",3.0,Crisp App Studio
5770,,,,,,,"['Simulation', 'Microsoft Game Studios', 'Dovetail Games']",3.0,
5771,Rocksmith - The Guess Who - American Woman,,,7,"['Casual', 'Simulation']",2.0,"['Casual', 'Simulation', 'Ubisoft - San Francisco']",3.0,Ubisoft
5772,"Warhammer® 40,000: Dawn of War® II Chaos Rising","2,442",Very Positive,,"['Strategy', 'Warhammer 40K', 'RTS', 'Sci-fi', 'Multiplayer', 'Games Workshop', 'Tactical', 'Co-op', 'Real-Time', 'RPG', 'Singleplayer', 'Action', 'Great Soundtrack', 'Gore', 'Real Time Tactics']",15.0,"['Strategy', 'Relic Entertainment', 'Feral Interactive (Mac/Linux)', 'SEGA']",4.0,Feral Interactive (Mac/Linux)
5773,Monster Hunter: World - The Handler's Guildmarm Costume,,Very Positive,13,['Action'],1.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
5774,Alice's Adventures - Hidden Object. Wimmelbild,41,Positive,18,"['Indie', 'Casual', 'Adventure', 'Hidden Object', 'Puzzle', 'Point & Click', 'Singleplayer', 'Colorful', 'Atmospheric', 'Female Protagonist', 'Relaxing', 'Fantasy', 'Replay Value', 'Competitive', 'Family Friendly']",15.0,"['Adventure', 'Casual', 'Indie']",3.0,Crisp App Studio
5775,Sentinels of the Multiverse - Mini-Pack 4,,1 user reviews,,"['Strategy', 'Indie']",2.0,['Indie'],1.0,Handelabra Games Inc.
5776,The Legend of Heroes: Trails of Cold Steel III  - Zeram Powder Set 2,,,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5777,YORG.io,,Very Positive,20,"['Strategy', 'Indie', 'Casual', 'Tower Defense', 'Zombies']",5.0,"['Casual', 'Indie', 'Strategy']",3.0,Tobias Springer
5778,The Legend of Heroes: Trails of Cold Steel III  - Spirit Incense Set 3,,,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5779,Euro Truck Simulator 2 - USA Paint Jobs Pack,,Very Positive,23,"['Simulation', 'Indie']",2.0,"['Indie', 'Simulation', 'SCS Software']",3.0,SCS Software
5780,The Legend of Heroes: Trails of Cold Steel III  - Spirit Incense Set 2,,,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5781,The Legend of Heroes: Trails of Cold Steel III  - Zeram Powder Set 3,,,,['RPG'],1.0,"['RPG', 'Nihon Falcom', 'Engine Software BV', 'PH3 GmbH', 'NIS America, Inc.']",5.0,"NIS America, Inc."
5782,"Gunvolt Chronicles: Luminous Avenger iX - Extra Song: ""Raison d'être""",,Positive,11,['Action'],1.0,['Action'],1.0,"INTI CREATES CO., LTD."
5783,Jewel Match Twilight Solitaire,,Positive,,"['Solitaire', 'Indie', 'Casual', 'Relaxing', 'Card Game', '2D', 'Family Friendly', 'Linear', 'Mouse only', 'Singleplayer', 'Colorful', 'Replay Value', 'Puzzle', 'Atmospheric', 'Building', 'Vampire', 'Horror']",17.0,"['Casual', 'Indie']",2.0,Grey Alien Games
5784,Power Rangers: Battle For the Grid Jen Scotts - Time Force Pink Ranger,,3 user reviews,,['Action'],1.0,"['Action', 'nWay Inc.']",2.0,nWay Inc.
5785,,,,,,,"['Action', 'Indie', 'Adventure', 'Strategy', 'Destructive Creations', 'Invader Studios', '2 Stupid Devs', 'Destructive Creations', 'All in! Games']",9.0,
5786,Pizza Connection 3 - Soundtrack,,,,"['Simulation', 'Strategy', 'Soundtrack']",3.0,"['Simulation', 'Strategy', 'Gentlymad Studios']",3.0,Assemble Entertainment
5787,Spark The Battle Dog,,3 user reviews,,"['Action', '2D', 'Indie', 'Violent', 'Adventure', 'Strategy', 'Top-Down Shooter', 'Top-Down', 'Action Roguelike', 'Bullet Hell']",10.0,"['Action', 'Adventure', 'Indie', 'Strategy']",4.0,First Coffee
5788,Welcome to the Game - Hacker Mode,,Positive,,"['Simulation', 'Indie']",2.0,"['Indie', 'Simulation']",2.0,Reflect Studios
5789,EVE Online: 6 Months Omega Time,,,6,"['Massively Multiplayer', 'RPG', 'Action', 'Free to Play', 'Strategy']",5.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",5.0,CCP
5790,Battlefleet Gothic: Armada Soundtrack,,2 user reviews,,[],0.0,"['Tindalos Interactive', 'Focus Home Interactive', 'Battlefleet Gothic: Armada']",3.0,Focus Home Interactive
5791,CHUCHEL,,Mostly Positive,27,"['Casual', 'Comedy', 'Cartoon', 'Funny', 'Point & Click', 'Family Friendly', 'Colorful', 'Cute', 'Cartoony', '2D', 'Linear', 'Singleplayer', 'Hand-drawn', 'Stylized', 'Interactive Fiction', 'Surreal', 'Puzzle', 'Story Rich', 'Adventure', 'Indie']",20.0,"['Adventure', 'Casual', 'Indie']",3.0,Amanita Design
5792,Fantasy Grounds - D&D Sword Coast Adventurer's Guide,,2 user reviews,,"['RPG', 'Strategy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Fantasy', 'Story Rich', 'Dungeons & Dragons', 'Turn-Based', 'Adventure', 'Tabletop', 'Tactical RPG', '2D', 'Turn-Based Combat', 'Turn-Based Tactics', 'Co-op', 'Multiplayer', 'Indie', 'Sandbox']",20.0,"['Indie', 'RPG', 'Strategy']",3.0,"SmiteWorks USA, LLC"
5793,Wolf Tails,692,Overwhelmingly Positive,,"['Sexual Content', 'Nudity', 'Visual Novel', 'Anime', 'Mature', 'NSFW', 'Romance', 'Casual', 'Indie', 'Drama', 'LGBTQ+', 'Hentai', 'Female Protagonist', 'Psychological Horror', 'Singleplayer']",15.0,"['Casual', 'Indie']",2.0,Razzart Visual
5794,Galaxy Girls - Emilia Sneaks Aboard,,,,"['Adventure', 'Indie', 'Casual', 'Sexual Content', 'Nudity']",5.0,"['Adventure', 'Casual', 'Indie']",3.0,Dharker Studios Ltd
5795,Galaxy Girls - Sara Remembers,,1 user reviews,,"['Adventure', 'Casual', 'Indie', 'Nudity', 'Sexual Content']",5.0,"['Adventure', 'Casual', 'Indie']",3.0,Dharker Studios Ltd
5796,Galaxy Girls - Kotoha's Harem,,No user reviews,,"['Adventure', 'Casual', 'Indie', 'Sexual Content', 'Nudity']",5.0,"['Adventure', 'Casual', 'Indie']",3.0,Dharker Studios Ltd
5797,Galaxy Girls - Erica Alone in Deep Space,,,,"['Adventure', 'Indie', 'Casual', 'Nudity', 'Sexual Content']",5.0,"['Adventure', 'Casual', 'Indie']",3.0,Dharker Studios Ltd
5798,Battlefield 4™ Carbine Shortcut Kit,,,12,['Action'],1.0,"['Action', 'DICE']",2.0,Electronic Arts
5799,Slave's Sword,,Mostly Positive,,"['Sexual Content', 'RPG', 'Nudity', 'Adventure', 'Indie', 'Female Protagonist', 'RPGMaker', 'Anime', 'JRPG', 'Mature', 'Funny', 'Memes', 'Hentai']",13.0,"['Adventure', 'Indie', 'RPG', 'Circle Poison']",4.0,Kagura Games
5800,Offworld Trading Company - Scenario Toolkit DLC,,3 user reviews,9,"['Simulation', 'Strategy', 'Indie', 'PvE', 'PvP', 'Real Time Tactics', 'RTS', 'Real-Time', '3D', 'Building', 'Management', 'Moddable', 'Economy']",13.0,"['Indie', 'Simulation', 'Strategy', 'Mohawk Games']",4.0,Stardock Entertainment
5801,,,,,,,"['Action', 'Adventure', 'TT Games Ltd', 'TT Games', 'Feral Interactive (Mac)', 'WB Games']",6.0,
5802,Fantasy Grounds - Vampire the Masquerade 5th Edition Ruleset (VTM5TH),,2 user reviews,,"['RPG', 'Indie', 'Strategy', 'Sexual Content', 'Gore', 'Violent', 'Party-Based RPG', 'Software', 'Online Co-Op', 'Turn-Based', 'Fantasy', 'Horror', 'Vampire', 'Utilities', 'Story Rich']",15.0,"['Indie', 'RPG', 'Strategy']",3.0,"SmiteWorks USA, LLC"
5803,Monsters & Mortals - Monstrum,,Very Positive,,"['Action', 'Casual', 'Indie', 'Horror', 'Multiplayer', 'Dark Humor', 'Runner', 'First-Person', 'Arcade']",9.0,"['Action', 'Casual', 'Indie', 'Glowstick Entertainment', 'Glowstick Entertainment', 'Dark Deception']",6.0,Glowstick Entertainment
5804,Rocksmith® 2014 – Jimi Hendrix - “Little Wing”,,3 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
5805,Duck Life: Adventure,145,Very Positive,,"['Adventure', 'Casual', 'Racing', 'RPG', 'Sports']",5.0,"['Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Wix Games']",6.0,MoFunZone Inc.
5806,EARTH DEFENSE FORCE: IRON RAIN,,Mixed,8,"['Action', 'Third-Person Shooter', 'Co-op', 'Mechs', 'Online Co-Op', 'Multiplayer', 'Aliens', 'Sci-fi', 'Class-Based', 'Local Co-Op', 'Difficult', 'Split Screen', 'Character Customization']",13.0,"['Action', ""YUKE'S""]",2.0,D3 PUBLISHER
5807,Saints Row IV: Presidential Pack,,Mostly Positive,,"['Action', 'Adventure']",2.0,"['Action', 'Adventure', 'Deep Silver Volition']",3.0,Deep Silver
5808,SRPG Studio,118,Very Positive,7,"['Game Development', 'Utilities', 'Design & Illustration', 'Education', 'Animation & Modeling', 'Anime', 'Singleplayer', '2D', 'Pixel Graphics', 'GameMaker', 'Fantasy', 'Software', 'Programming']",13.0,"['Animation & Modeling', 'Design & Illustration', 'Education', 'Utilities', 'Game Development']",5.0,SapphireSoft
5809,Saints Row IV - The Super Saints Pack,,Mostly Positive,6,"['Action', 'Adventure']",2.0,"['Action', 'Adventure', 'Deep Silver Volition']",3.0,Deep Silver
5810,DJMAX RESPECT V - Deemo Pack,,Mixed,11,"['Action', 'Casual', 'Sports']",3.0,"['Action', 'Casual', 'Sports']",3.0,NEOWIZ
5811,Saints Row IV: Grass Roots Pack,,Mostly Positive,,"['Action', 'Adventure']",2.0,"['Action', 'Adventure', 'Deep Silver Volition']",3.0,Deep Silver
5812,Buoyancy,491,Mostly Positive,6,"['Colony Sim', 'Strategy', 'Indie', 'Early Access', 'City Builder', 'Base Building', 'Survival', 'Post-apocalyptic', 'Resource Management', 'Simulation', 'Open World', 'RTS', 'Singleplayer', 'Dark Humor', 'Pirates', 'Great Soundtrack', 'Gore', 'Roguelike', 'Romance']",19.0,"['Indie', 'Strategy', 'Early Access']",3.0,Devs on a Boat
