,title,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher
1563,Train Simulator: BR DP1 Deltic Loco Add-On,,8 user reviews,,['Simulation'],1.0,"['Simulation', 'Dovetail Games']",2.0,Dovetail Games - Trains
1564,Changeling,109,Very Positive,,"['Casual', 'Indie', 'Simulation', 'Otome', 'Female Protagonist', 'Fantasy', 'Visual Novel', 'Romance']",8.0,"['Casual', 'Indie', 'Simulation']",3.0,Steamberry Studio
1565,"Beat Saber - Green Day - ""Fire, Ready, Aim""",,5 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1566,Tomb Raider: Anniversary,"3,990",Very Positive,,"['Action', 'Adventure', 'Female Protagonist', 'Third Person', 'Puzzle', 'Platformer', 'Remake', 'Singleplayer', 'Classic', 'Action-Adventure', 'Dinosaurs', 'Third-Person Shooter', 'Exploration', 'Parkour', 'Shooter', '3D Platformer', 'Multiplayer', 'Story Rich', '3D Vision', 'Atmospheric']",20.0,"['Action', 'Adventure', 'Crystal Dynamics']",3.0,Square Enix
1567,"Beat Saber - Green Day - ""Father of All...""",,6 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1568,Nancy Drew®: The White Wolf of Icicle Creek,99,Mostly Positive,,"['Adventure', 'Point & Click', 'Puzzle', 'Story Rich', 'Detective', '2.5D', 'Family Friendly', 'Mouse only', 'Great Soundtrack', 'Classic', 'Retro', 'Funny', 'Drama', 'Female Protagonist', 'Exploration', 'Atmospheric', 'Casual', 'Based On A Novel', 'Linear', 'Cult Classic']",20.0,['Adventure'],1.0,HeR Interactive
1569,,,,,,,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Hibernian Workshop', 'The Arcade Crew']",7.0,
1570,"Beat Saber - Linkin Park - ""One Step Closer""",,4 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1571,Freelance Trucker: Insurance Fraud Edition,2,2 user reviews,,"['Driving', 'Simulation', 'Indie', 'America', 'Destruction', 'Action', 'Automobile Sim', '3D', 'Colorful', 'Third Person', 'Capitalism', 'Comedy', 'Transportation', 'Choices Matter', 'Singleplayer', 'Physics', 'Soundtrack', 'Racing']",18.0,"['Indie', 'Racing', 'Simulation', 'Blue Banana Lab']",4.0,Blue Banana Publishing
1572,Yoku's Island Express,"2,357",Overwhelmingly Positive,9,"['Pinball', 'Adventure', 'Metroidvania', 'Platformer', 'Singleplayer', 'Indie', 'Family Friendly', 'Puzzle Platformer', 'Great Soundtrack', 'Open World', 'Physics', 'Cute', 'Hand-drawn', '2D', 'Controller']",15.0,"['Adventure', 'Indie', 'Villa Gorilla']",3.0,Team17 Digital Ltd
1573,DRAGON BALL FIGHTERZ - Cooler,,Very Positive,13,['Action'],1.0,['Action'],1.0,Arc System Works
1574,Audiosurf 2,"5,419",Very Positive,,"['Music', 'Rhythm', 'Indie', 'Music-Based Procedural Generation', 'Moddable', 'Casual', 'Singleplayer', 'Arcade', 'Local Multiplayer', 'Racing', 'Great Soundtrack', 'Puzzle', 'Multiplayer', 'Local Co-Op', 'Mouse only', 'Procedural Generation', 'Controller', 'Colorful', 'Difficult', 'Action']",20.0,['Indie'],1.0,Dylan Fitterer
1575,,,,,,,"['Adventure', 'Indie', 'Simulation', 'Dynamic Media Triad', 'Tendershoot', 'Michael Lasch', 'ThatWhichIs Media', 'Digital Tribe']",8.0,
1576,Rocksmith® 2014 Edition – Remastered – Johnny Cash Song Pack (I-II),,1 user reviews,6,"['Casual', 'Simulation']",2.0,['Casual'],1.0,Ubisoft - San Francisco
1577,RWBY: Grimm Eclipse - JNPR,,Very Positive,9,"['Adventure', 'Indie', 'Action', 'Anime']",4.0,"['Action', 'Adventure', 'Indie']",3.0,Rooster Teeth Games
1578,UNREAL LIFE,249,Very Positive,,"['Adventure', 'Pixel Graphics', 'Story Rich', 'Side Scroller', 'Exploration', 'Atmospheric', 'Dark Fantasy', 'Point & Click', 'Indie', 'Puzzle', 'Multiple Endings', '2D', 'Mystery', 'Singleplayer', 'Anime', 'Female Protagonist']",16.0,"['Adventure', 'Indie', 'hako life', 'hako 生活']",4.0,yokaze
1579,Jurassic World Evolution: Herbivore Dinosaur Pack,,Very Positive,12,"['Simulation', 'Strategy', 'Dinosaurs']",3.0,"['Simulation', 'Strategy']",2.0,Frontier Developments
1580,RUNNING WITH RIFLES: EDELWEISS,,Mixed,7,"['Indie', 'Action', 'Tactical', 'World War II', 'Top-Down Shooter', 'Co-op', 'Top-Down']",7.0,"['Action', 'Indie']",2.0,Osumia Games
1581,RuneScape Max Pack,,Positive,,"['Massively Multiplayer', 'RPG']",2.0,"['Massively Multiplayer', 'RPG']",2.0,Jagex
1582,Don't Starve Together: Victorian Antiques Chest,,2 user reviews,,"['Adventure', 'Simulation', 'Indie']",3.0,"['Adventure', 'Indie', 'Simulation']",3.0,Klei Entertainment
1583,Crystalline,"1,210",Overwhelmingly Positive,,"['Choose Your Own Adventure', 'JRPG', 'Dating Sim', 'Visual Novel', 'Romance', 'RPG', '2D', 'Cute', 'Funny', 'Story Rich', 'Relaxing', 'Choices Matter', 'Multiple Endings', 'Narration', 'Action', 'Simulation', 'Anime', 'Colorful', 'Hand-drawn', 'Fantasy']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",5.0,PixelFade Inc
1584,Project Hospital - Traumatology Department,,Positive,18,"['Indie', 'Simulation', 'Strategy', 'Management', 'Sandbox']",5.0,"['Indie', 'Simulation']",2.0,Oxymoron Games
1585,Geneforge Hintbook and Bonuses,,3 user reviews,,"['Strategy', 'Adventure', 'RPG', 'Indie']",4.0,"['Adventure', 'Indie', 'RPG', 'Strategy']",4.0,Spiderweb Software
1586,Ethereal Enigma,369,Very Positive,,"['Choose Your Own Adventure', 'Dating Sim', 'Visual Novel', 'JRPG', 'Romance', 'RPG', '2D', 'Cute', 'Funny', 'Story Rich', 'Relaxing', 'Choices Matter', 'Multiple Endings', 'Simulation', 'Anime', 'Colorful', 'Hand-drawn', 'Comedy', 'Atmospheric', 'Adventure']",20.0,"['Adventure', 'Indie', 'RPG', 'Simulation']",4.0,PixelFade Inc
1587,Mainframe Defenders,333,Very Positive,9,"['Roguelike', 'Traditional Roguelike', '2D', '1980s', 'Futuristic', 'Atmospheric', ""1990's"", 'Cyberpunk', 'Colorful', 'Singleplayer', 'Strategy', 'Replay Value', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Turn-Based Combat', 'Pixel Graphics', 'Science', 'Roguelite', 'Robots', 'Mechs']",20.0,"['Indie', 'Strategy']",2.0,Mega9pixel
1588,Outpost Delta,8,4 user reviews,9,"['Metroidvania', 'Action', 'Indie', 'Sci-fi', 'Adventure', 'Platformer', 'Female Protagonist', 'Puzzle Platformer', 'Exploration', '2D Platformer', '2D', 'Pixel Graphics', 'Aliens', 'Robots', 'Space', 'Futuristic', 'Retro', 'Artificial Intelligence', 'Physics', 'Singleplayer']",20.0,"['Action', 'Adventure', 'Indie']",3.0,Hidden Achievement LLC
1589,Escape from Monkey Island™,243,Mixed,,"['Adventure', 'Classic', 'Point & Click', 'Comedy', 'Singleplayer', 'Puzzle', 'Pirates', 'Funny', 'Story Rich', 'Great Soundtrack', ""1990's"", 'Cult Classic', 'Retro', 'Old School']",14.0,"['Adventure', 'LucasArts']",2.0,Disney
1590,Fantasy Grounds - FG Old World Regional Map Pack,,,,"['Indie', 'Strategy', 'RPG']",3.0,"['Indie', 'RPG', 'Strategy']",3.0,"SmiteWorks USA, LLC"
1591,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),"1,809",Mostly Positive,,"['RPG', 'Strategy', 'Adventure', 'Martial Arts', 'Anime', 'CRPG', 'Turn-Based']",7.0,"['Adventure', 'RPG', 'Strategy', 'Heluo Studio']",4.0,Phoenix Games
1592,Mosaique Neko Waifus 3,396,Very Positive,10,"['RPG', 'Puzzle', 'Hentai', 'Cute', 'Visual Novel', 'Interactive Fiction', 'Collectathon', 'Dating Sim', 'Romance', '2D', 'Anime', 'Colorful', 'Hand-drawn', 'Casual', 'LGBTQ+', 'Choices Matter', 'Inventory Management', 'CRPG', 'Resource Management', 'Nudity']",20.0,"['Casual', 'RPG', 'Lil Hentai Games']",3.0,Lil Hentai Games
1593,"The Haunted Island, a Frog Detective Game","1,888",Overwhelmingly Positive,,"['Comedy', 'Funny', 'Short', 'Cute', 'Detective', 'Mystery', 'Casual', 'Relaxing', 'Exploration', 'Colorful', 'Investigation', 'Walking Simulator', 'Point & Click', 'Interactive Fiction', 'Soundtrack', 'Adventure', 'Singleplayer', 'Indie', 'Great Soundtrack', 'Story Rich']",20.0,"['Adventure', 'Indie', 'Grace Bruxner', 'Thomas Bowker', 'worm club']",5.0,SUPERHOT PRESENTS
1594,Succumate,346,Very Positive,,"['Indie', 'RPG', 'Adventure', 'Sexual Content', 'Nudity', 'Anime', 'Hentai', 'Mature', 'Horror', 'Funny', 'Female Protagonist', 'Psychological Horror', 'NSFW', 'Memes', 'Visual Novel']",15.0,"['Adventure', 'Indie', 'RPG', 'Dojin Otome']",4.0,Kagura Games
1595,Order Of The Gatekeepers,27,Positive,,"['Action', 'Indie', 'Casual', 'Strategy', 'RPG', 'Tower Defense', 'Online Co-Op', 'Building', 'Puzzle', 'Fantasy', 'Replay Value', 'Family Friendly', 'Multiplayer', 'Difficult', 'Singleplayer', 'Relaxing', 'MOBA']",17.0,"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",5.0,TimeSink Inc.
1596,Comanche,203,Mixed,,"['Simulation', 'Action', 'Flight', 'Military', 'Multiplayer', 'FPS', 'War', 'PvP', 'Realistic', 'Fast-Paced', 'Massively Multiplayer', 'Early Access', 'Competitive', 'Team-Based', 'Atmospheric', 'Online Co-Op', 'Sandbox', 'First-Person', 'Bullet Time', 'Singleplayer']",20.0,"['Action', 'Simulation', 'Early Access', 'NUKKLEAR', 'Ashborne Games']",5.0,THQ Nordic
1597,Age of Empires II (2013): The African Kingdoms,,Very Positive,11,"['Strategy', 'RTS', 'Multiplayer', 'Medieval', 'Historical', 'Memes']",6.0,"['Strategy', 'SkyBox Labs', 'Forgotten Empires']",3.0,Xbox Game Studios
1598,Underrail: Expedition,,Very Positive,,"['RPG', 'Indie', 'Isometric']",3.0,"['Indie', 'RPG']",2.0,Stygian Software
1599,Murdered: Soul Suspect,"13,468",Very Positive,7,"['Detective', 'Adventure', 'Mystery', 'Horror', 'Supernatural', 'Atmospheric', 'Action', 'Singleplayer', 'Crime', 'Story Rich', 'Third Person', 'Noir', 'Puzzle', 'Open World', 'RPG', 'Stealth', 'Dark', 'Walking Simulator', 'Point & Click', 'Short']",20.0,"['Action', 'Adventure', 'RPG']",3.0,Square Enix
1600,Ambrosia,605,Very Positive,,"['RPG', 'Sexual Content', 'Indie', 'Nudity', 'Mature', 'Female Protagonist', 'Hentai', 'RPGMaker', 'JRPG', 'Anime', 'Memes', 'NSFW']",12.0,"['Indie', 'RPG', 'Shimobashira Workshop']",3.0,Kagura Games
1601,,,,,,,"['Casual', 'PopCap Games, Inc.', 'PopCap Games, Inc.']",3.0,
1602,30XX Original Soundtrack,,4 user reviews,,[],0.0,[],0.0,Batterystaple Games
1603,Carnival Games® VR,296,Mixed,7,"['Casual', 'Simulation', 'VR']",3.0,[],0.0,2K
1604,Rusted Warfare - RTS,"1,682",Overwhelmingly Positive,,"['RTS', 'Strategy', 'Indie', 'Base Building', 'Multiplayer', '2D', 'Singleplayer', 'Moddable', 'Real-Time', 'Co-op', 'Sandbox', 'Pixel Graphics', 'Retro', 'Real-Time with Pause', 'Action', 'Robots', 'Mechs']",17.0,"['Indie', 'Strategy']",2.0,Corroding Games
1605,,,,,,,"['Adventure', 'Assemble Entertainment', 'Sierra Entertainment', 'N-Fusion Interactive', 'High Voltage Software']",5.0,
1606,DJMAX RESPECT V - BLACK SQUARE PACK,,Very Positive,11,"['Action', 'Casual', 'Sports', 'Music', 'Racing']",5.0,"['Action', 'Casual', 'Sports']",3.0,NEOWIZ
1607,My Time At Portia - Player Attire Package,,Positive,12,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Casual']",5.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Pathea Games', 'Team17 Digital Ltd']",7.0,Team17 Digital Ltd
1608,"Beat Saber - Imagine Dragons - ""Believer""",,Positive,,['Indie'],1.0,[],0.0,Beat Games
1609,Potentia,271,Mixed,,"['Action', 'Adventure', 'Tactical', 'Shooter', 'Stealth', 'Action-Adventure', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Third-Person Shooter', 'Realistic', 'Third Person', 'Combat', 'Post-apocalyptic', 'Exploration', 'Cinematic', 'Mystery', 'Linear', 'Indie', 'Nature']",20.0,"['Action', 'Adventure', 'Indie']",3.0,Wily Pumpkin
1610,Rising Storm 2: Vietnam - Specialist Pack Cosmetic DLC,,Positive,10,"['Strategy', 'Action', 'Massively Multiplayer', 'Simulation']",4.0,"['Action', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Antimatter Games', 'Tripwire Interactive']",6.0,Tripwire Interactive
1611,NTBSS: Master Character Training Pack - Shisui Uchiha,,Positive,13,['Action'],1.0,"['Action', 'Soleil Ltd.']",2.0,BANDAI NAMCO Entertainment
1612,,,,,,,"['Casual', 'Strategy', 'Simulation']",3.0,
1613,,,,,,,,,
1614,Serious Sam VR: The Second Encounter,164,Very Positive,,"['VR', 'Action', 'Indie', 'First-Person', 'Co-op', 'Old School', 'FPS', 'Gore', 'Violent', 'Aliens', 'Online Co-Op']",11.0,[],0.0,Croteam
1615,Men of War: Assault Squad 2 - Ostfront Veteranen,,Mixed,9,"['Strategy', 'Simulation', 'Action', 'Singleplayer']",4.0,"['Action', 'Simulation', 'Strategy', 'Digitalmindsoft']",4.0,1C Entertainment
1616,OUTBUDDIES DX,152,Mostly Positive,8,"['Indie', 'Metroidvania', 'Action', 'Adventure', 'Platformer', 'Difficult', 'Pixel Graphics', 'Exploration', 'Great Soundtrack', '2D', 'Local Co-Op', 'Side Scroller', 'Singleplayer', 'Atmospheric', 'Sci-fi', 'Retro', 'Open World', 'Nonlinear', 'Multiplayer', 'Souls-like']",20.0,"['Action', 'Adventure', 'Indie', 'Julian Laufer']",4.0,Headup
1617,"Beat Saber - Tokyo Machine – ""PLAY""",,9 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1618,Cute Honey 3,277,Mixed,6,"['Casual', 'Shooter', 'Dating Sim', 'Puzzle Platformer', 'Sexual Content', 'Exploration', 'Clicker', 'Anime', '2D', 'Cute', 'Drama', 'Fantasy', 'Nudity', 'Funny', 'Magic', 'Story Rich', 'Female Protagonist', 'Singleplayer', 'Puzzle', 'Sequel']",20.0,"['Casual', 'Cute girl']",2.0,Lovely Games
1619,Sakura Succubus 3,74,Very Positive,,"['Sexual Content', 'Nudity', 'Dating Sim', 'Simulation', 'Visual Novel', 'Conversation', 'Multiple Endings', 'Anime', 'Text-Based', 'Singleplayer', 'Mature', 'Hentai']",12.0,"['Simulation', 'Winged Cloud']",2.0,Winged Cloud
1620,Agrou,"1,229",Very Positive,,"['Casual', 'Strategy', 'Indie', 'Multiplayer', 'Werewolves', 'Online Co-Op', 'Social Deduction', 'Tactical', 'Co-op', 'Relaxing', 'Board Game', 'Family Friendly', 'Comedy']",13.0,"['Casual', 'Indie', 'Strategy']",3.0,Wankil Studio
1621,Heat Signature,"5,717",Very Positive,,"['Space', 'Indie', 'Stealth', 'Top-Down', 'Roguelike', 'Strategy', 'Action', 'Sci-fi', 'Procedural Generation', 'Roguelite', 'Real-Time with Pause', 'Singleplayer', 'Adventure', '2D', 'Top-Down Shooter', 'Perma Death', 'Tactical', 'Open World', 'Bullet Time', 'Action Roguelike']",20.0,"['Action', 'Adventure', 'Indie', 'Strategy', 'Suspicious Developments']",5.0,Suspicious Developments
1622,"Beat Saber - Imagine Dragons - ""Radioactive""",,Mixed,,['Indie'],1.0,[],0.0,Beat Games
1623,Train Simulator: Union Pacific FEF-3 Loco Add-On,,Very Positive,,"['Simulation', 'Trains', 'Realistic', 'Singleplayer', 'Driving', 'Building', 'Open World', 'Sandbox', 'Casual', 'Family Friendly', 'Level Editor', 'TrackIR', 'Atmospheric', 'Relaxing', 'Moddable', 'Sports', 'City Builder']",17.0,"['Simulation', 'Smokebox']",2.0,Dovetail Games - Trains
1624,The Banner Saga 2,"2,743",Very Positive,10,"['RPG', 'Strategy', 'Story Rich', 'Turn-Based Strategy', 'Indie', 'Choices Matter', 'Turn-Based', 'Atmospheric', 'Fantasy', 'Singleplayer', 'Tactical', 'Great Soundtrack', 'Adventure', 'Hand-drawn', 'Medieval', 'Turn-Based Tactics', 'Tactical RPG', 'Turn-Based Combat', 'Dark Fantasy', 'Difficult']",20.0,"['Indie', 'RPG', 'Strategy', 'Stoic']",4.0,Versus Evil
1625,Pizza Connection 3,816,Mixed,9,"['Strategy', 'Simulation', 'Management', 'Economy', 'Building', 'Singleplayer', 'Indie', 'Sandbox', 'Cartoony', 'Retro', 'Difficult', 'Casual', 'Resource Management', 'Action', 'City Builder', 'Classic', 'Multiplayer', 'Psychological Horror', 'Nudity', 'Cult Classic']",20.0,"['Simulation', 'Strategy', 'Gentlymad Studios']",3.0,Assemble Entertainment
1626,Jurassic World Evolution: Carnivore Dinosaur Pack,,Very Positive,11,"['Simulation', 'Strategy', 'Dinosaurs']",3.0,"['Simulation', 'Strategy']",2.0,Frontier Developments
1627,"Beat Saber - Tokyo Machine – ""ROCK IT""",,3 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1628,"Beat Saber - Slushii & Dion Timmer – ""Test Me""",,3 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1629,"Beat Saber - Stephen Walking – ""Glide""",,Positive,,['Indie'],1.0,[],0.0,Beat Games
1630,DRAGON BALL XENOVERSE 2 - Extra DLC Pack 3,,Mostly Positive,12,"['Adventure', 'Massively Multiplayer', 'Casual', 'Action']",4.0,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'QLOC', 'Dimps Corporation']",6.0,BANDAI NAMCO Entertainment
1631,,,,,,,"['Action', 'Indie', 'Adventure', 'Askiisoft', 'Skeleton Crew Studio', 'Thomas Olsson', 'Sabotage', 'Devolver Digital']",8.0,
1632,ADOM (Ancient Domains Of Mystery),988,Very Positive,,"['Traditional Roguelike', 'Roguelike', 'RPG', 'Indie', 'Turn-Based', 'Adventure', 'Strategy', 'Fantasy', 'Procedural Generation', 'CRPG', 'Difficult', 'Singleplayer', 'Classic', 'Dungeon Crawler', '2D', 'Perma Death', 'Grid-Based Movement', 'Pixel Graphics', 'Replay Value']",19.0,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Thomas Biskup', 'Jochen Terstiege', 'Zeno Rogue', 'Krzysztof Dycha', 'Lucas Dieguez']",9.0,Assemble Entertainment
1633,Fallout 4 - Automatron,,Mostly Positive,10,"['RPG', 'Robots', 'Post-apocalyptic', 'Open World', 'Action', 'Singleplayer', 'Adventure', 'FPS', 'Atmospheric', 'Sci-fi', 'Sandbox', 'Shooter', 'First-Person']",13.0,"['RPG', 'Bethesda Game Studios']",2.0,Bethesda Softworks
1634,,,,,,,"['Action', 'Adventure', 'Indie', 'Simulation']",4.0,
1635,Picontier / ピコンティア,42,Mostly Positive,,"['Pixel Graphics', 'Top-Down', 'Crafting', 'Action-Adventure', 'Farming Sim', 'Fantasy', 'Action RPG', 'Agriculture', 'Exploration', 'RPG', 'Singleplayer', 'Adventure', 'Story Rich', 'Action', 'Comic Book', 'Drama', 'Relaxing', 'Combat', 'Fishing', 'Early Access']",20.0,"['Action', 'Adventure', 'RPG', 'Early Access', 'SKIPMORE']",5.0,Flyhigh Works
1636,Tales of the Neon Sea,"1,502",Very Positive,,"['Point & Click', 'Cyberpunk', 'Kickstarter', 'Story Rich', 'Investigation', 'Pixel Graphics', 'Surreal', 'Crowdfunded', 'Walking Simulator', 'Dystopian', 'Parody', 'Emotional', 'Exploration', 'Detective', 'Noir', 'Atmospheric', 'Puzzle', 'Sci-fi', 'Narration', 'Adventure']",20.0,"['Adventure', 'Indie', 'Palm Pioneer']",3.0,Thermite Games
1637,Quake IV,"1,812",Very Positive,,"['FPS', 'Action', 'Shooter', 'Sci-fi', 'Horror', 'Singleplayer', 'Classic', 'Multiplayer', 'Gore', 'First-Person', 'Fast-Paced', 'Dark', 'Atmospheric', 'Arena Shooter', 'Adventure', 'Moddable', 'Aliens']",17.0,"['Action', 'RavenSoft / id Software']",2.0,Bethesda Softworks
1638,HyperDot,26,Positive,,"['Action', 'Arcade', 'Difficult', 'Experimental', 'Minimalist', 'Bullet Hell', 'Puzzle', 'Multiplayer', 'Rhythm', '4 Player Local', 'Singleplayer', '2D', 'Top-Down', 'PvP', 'Indie', 'Great Soundtrack', 'Replay Value', 'Fast-Paced', 'Casual', 'Controller']",20.0,"['Action', 'Casual']",2.0,GLITCH
1639,,,,,,,"['Adventure', 'Casual', 'Indie', 'Simulation']",4.0,
1640,Orcs Must Die! 2,"16,374",Very Positive,9,"['Tower Defense', 'Co-op', 'Action', 'Strategy', 'Online Co-Op', 'Indie', 'RPG', 'Third Person', 'Adventure', 'Multiplayer', 'Third-Person Shooter', 'Comedy', 'Singleplayer', 'Cartoony', 'Shooter', 'Female Protagonist', 'Controller', 'Fantasy', 'Funny', 'Great Soundtrack']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",5.0,Robot Entertainment
1641,Pinball FX3 - Aliens vs Pinball,,Positive,,"['Simulation', 'Pinball', 'Arcade', 'Singleplayer', 'Indie', 'Casual']",6.0,['Simulation'],1.0,Zen Studios
1642,Saints Row: Gat out of Hell,"8,331",Mostly Positive,7,"['Action', 'Open World', 'Comedy', 'Co-op', 'Third Person', 'Funny', 'Demons', 'Third-Person Shooter', 'Adventure', 'Multiplayer', 'Shooter', 'Sandbox', 'Singleplayer', 'Dark Humor', 'Atmospheric', 'Female Protagonist', 'Mature', 'Online Co-Op', 'Gore', 'First-Person']",20.0,"['Action', 'Deep Silver Volition']",2.0,Deep Silver
1643,Robinson: The Journey,341,Mixed,,"['VR', 'Dinosaurs', 'Sci-fi', 'Adventure', 'Puzzle', 'Exploration', 'Story Rich', 'Singleplayer', 'First-Person', 'Walking Simulator', 'Puzzle Platformer', 'Immersive', 'Multiplayer', 'Survival', 'Base Building', 'Action-Adventure', 'FPS', 'Open World', 'Co-op', 'Great Soundtrack']",20.0,[],0.0,Crytek
1644,Streets of Rogue Character Pack,,Very Positive,8,"['Action', 'Adventure', 'RPG', 'Indie', 'Roguelite', 'Roguelike']",6.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Matt Dabrowski']",5.0,tinyBuild
1645,Total War: ROME II - Nomadic Tribes Culture Pack,,Mixed,9,"['Strategy', 'Historical', 'Rome', 'Turn-Based Strategy']",4.0,"['Strategy', 'CREATIVE ASSEMBLY']",2.0,SEGA
1646,Trials Evolution: Gold Edition,"1,961",Mostly Positive,12,"['Racing', 'Action', 'Level Editor', 'Multiplayer', 'Platformer', 'Difficult', 'Local Multiplayer', 'Bikes', 'Minigames', 'Sports', 'Simulation']",11.0,"['Action', 'Racing', 'Redlynx Ltd']",3.0,Ubisoft
1647,Vampire: The Masquerade - Shadows of New York,547,Very Positive,,"['Indie', 'Visual Novel', 'Vampire', 'Female Protagonist', 'Choices Matter', 'Story Rich']",6.0,"['Indie', 'Draw Distance']",2.0,Draw Distance
1648,Live Wallpaper Master,451,Mostly Positive,,"['Design & Illustration', 'Utilities', 'Photo Editing', 'Animation & Modeling']",4.0,"['Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",4.0,DesktopPaints LLC
1649,Graviteam Tactics: Furtive Spring,,Positive,,"['Strategy', 'Simulation', 'Tanks', 'War', 'Real Time Tactics', 'Historical', 'Realistic', 'Singleplayer', 'Wargame', 'Replay Value', 'Difficult', 'World War II', 'Atmospheric', 'Military', 'RTS']",15.0,"['Simulation', 'Strategy']",2.0,Graviteam
